"","pacient_10","pacient_11","pacient_5","pacient_6","pacient_4","pacient_1","pacient_2","pacient_3","pacient_7","pacient_9","pacient_8"
"A3GALT2",0,0,164,19,46,1,0,0,0,0,0
"A4GALT",2,662,665,830,748,89,256,333,210,2,504
"A4GNT",0,1041,103,0,0,2,0,0,84,0,0
"AAAS",0,368,70,634,707,425,587,872,542,0,370
"AACS",1,0,562,728,250,209,365,445,62,46,785
"AADAC",0,382,0,5,144,0,0,1,260,683,77
"AADACL2",0,541,59,0,0,0,0,7,28,433,0
"AADACL3",0,444,0,0,22,53,0,0,0,1369,0
"AADACL4",0,0,144,0,1,59,4,0,0,0,0
"AADAT",0,1058,194,80,86,0,14,54,78,667,161
"AAGAB",3,8,838,1462,834,629,1771,1397,1061,0,1393
"AAK1",2,531,138,589,1214,385,1972,1932,230,1008,745
"AAMDC",1323,18,152,261,176,101,159,223,476,0,114
"AAMP",3,296,1317,640,690,1135,838,1056,470,1182,839
"AANAT",0,347,0,0,0,0,0,0,78,342,0
"AAR2",0,687,72,142,265,0,401,361,37,0,81
"AARD",0,931,0,0,0,0,37,15,0,1031,0
"AARS1",0,401,14,368,651,235,597,924,93,0,172
"AARS2",15,573,729,275,207,486,209,369,618,642,656
"AARSD1",1,1,0,151,221,477,329,515,266,0,507
"AASDH",1574,551,50,62,177,672,319,421,453,1013,218
"AASDHPPT",0,977,472,593,1206,381,1338,1241,161,779,262
"AASS",1,637,0,221,97,64,109,235,0,640,91
"AATF",963,666,1476,3285,2897,1106,2931,2584,1596,575,2382
"AATK",0,28,212,92,158,71,7,77,66,605,0
"ABAT",0,744,0,166,266,501,555,408,251,1009,106
"ABCA1",3,434,387,936,3019,704,1695,1681,1892,0,1624
"ABCA10",0,780,0,31,0,100,67,537,266,0,180
"ABCA12",0,332,0,615,88,0,0,0,0,561,109
"ABCA13",0,490,60,96,39,0,0,3,98,523,0
"ABCA2",1,2,0,145,1024,297,761,1151,254,0,734
"ABCA3",0,125,133,10,37,0,83,242,61,0,151
"ABCA4",0,631,0,0,7,0,0,2,1,1041,0
"ABCA5",0,1070,4,246,524,131,657,761,311,37,323
"ABCA6",1,1117,85,53,682,537,107,656,841,342,599
"ABCA7",69,85,1,73,675,270,421,598,127,0,0
"ABCA8",2533,126,0,10,0,0,0,288,0,0,0
"ABCA9",0,341,0,0,30,53,36,106,0,0,71
"ABCB1",0,737,0,49,96,45,237,169,134,365,99
"ABCB10",2,147,0,45,46,311,69,119,1254,0,486
"ABCB11",0,704,135,8,42,45,0,54,72,0,0
"ABCB4",0,700,0,0,164,0,84,67,0,0,0
"ABCB5",0,435,0,0,36,0,0,1,0,0,56
"ABCB6",0,2,140,1,75,135,69,178,115,0,57
"ABCB7",3,723,0,343,616,292,552,622,126,0,0
"ABCB8",0,584,150,216,474,211,291,336,48,553,0
"ABCB9",0,403,65,0,0,0,21,16,48,254,0
"ABCC1",2405,793,1406,1472,2055,1030,2512,2521,1674,35,1887
"ABCC10",0,954,1,225,729,374,767,862,572,0,639
"ABCC11",1,795,0,0,28,0,0,0,0,752,0
"ABCC12",0,241,0,0,124,0,1,9,123,617,72
"ABCC2",0,247,0,0,42,0,13,23,0,540,0
"ABCC3",0,954,468,138,80,243,700,907,391,288,320
"ABCC4",0,132,0,150,193,173,198,459,46,0,121
"ABCC5",7429,18,1563,950,787,1041,608,1433,3871,78,3036
"ABCC6",0,2877,0,16,74,23,1,42,0,1697,58
"ABCC8",0,262,0,0,1,0,0,5,0,0,0
"ABCC9",1,2,365,104,494,113,84,258,62,0,70
"ABCD1",2,564,125,320,699,550,356,437,242,0,358
"ABCD2",0,483,0,0,322,78,682,423,0,61,112
"ABCD3",0,480,0,189,287,36,382,417,162,0,39
"ABCD4",0,305,53,21,57,9,4,21,76,0,0
"ABCE1",2,133,1106,735,573,435,1213,1185,129,0,517
"ABCF1",3,1075,1373,1738,1495,1773,2307,2475,1336,667,1320
"ABCF2",1,470,603,403,318,562,323,329,364,403,293
"ABCF2_ABCF2-H2BE1",49,657,191,778,899,154,806,718,280,601,309
"ABCF3",0,0,306,433,346,146,340,352,0,1,30
"ABCG1",1,642,350,144,856,874,623,684,550,0,47
"ABCG2",0,672,73,36,170,0,56,250,0,0,1
"ABCG4",0,400,102,42,0,0,0,2,0,701,0
"ABCG5",0,527,0,1,67,0,0,0,0,0,0
"ABCG8",0,0,0,0,62,0,0,0,0,0,0
"ABHD1",0,764,0,0,157,0,2,18,0,343,96
"ABHD10",0,5,179,198,371,627,325,566,672,230,594
"ABHD11",0,459,125,223,192,63,139,168,398,601,247
"ABHD12",3,574,493,170,1423,941,1729,1705,282,0,244
"ABHD12B",0,0,81,12,0,6,0,0,0,0,0
"ABHD13",1,653,1124,379,973,1493,925,1122,516,497,990
"ABHD14A",2192,301,285,84,41,37,139,225,61,0,153
"ABHD14A_ABHD14A-ACY1",1,450,165,34,141,228,188,243,81,0,101
"ABHD14B",0,602,0,256,234,102,824,831,0,0,0
"ABHD15",2556,982,600,168,238,1460,255,350,3868,1253,1365
"ABHD16A",0,593,876,502,879,1630,721,1002,744,614,383
"ABHD16B",0,474,5,0,17,0,1,0,63,665,0
"ABHD17A",0,102,0,0,48,0,39,27,129,0,0
"ABHD17B",0,651,828,379,786,577,499,669,988,0,714
"ABHD17C",0,541,738,310,0,0,209,229,85,0,172
"ABHD18",0,0,40,84,86,0,231,241,32,0,0
"ABHD2",3,519,1,596,396,390,718,934,111,1446,446
"ABHD3",0,562,59,240,647,111,840,815,59,590,202
"ABHD4",2,1036,234,154,400,0,403,433,59,875,249
"ABHD5",1,684,1105,991,896,739,832,869,549,1,1324
"ABHD6",2009,6,308,201,134,130,313,538,121,0,0
"ABHD8",0,1,226,28,74,276,119,167,221,0,0
"ABI1",57,492,762,1375,1473,510,2165,2165,432,0,632
"ABI2",1,683,90,190,318,0,398,354,0,0,0
"ABI3",113,2,49,332,2654,570,1452,2042,500,0,89
"ABI3BP",0,718,68,48,220,741,2304,1437,390,0,329
"ABITRAM",0,368,388,253,275,34,291,214,75,0,406
"ABL1",52,657,1739,1019,705,427,761,922,981,0,1281
"ABL2",0,215,179,110,163,0,147,155,145,1029,0
"ABLIM1",1,680,2323,814,262,379,401,225,93,255,250
"ABLIM2",0,42,74,68,0,126,8,31,32,0,150
"ABLIM3",2,862,192,726,539,70,215,576,525,598,52
"ABO",0,0,49,6,0,0,0,2,0,0,0
"ABR",8,821,1492,958,1084,2751,1540,1659,1091,321,1162
"ABRA",0,2,0,0,0,0,0,5,0,0,0
"ABRACL",1,143,262,1377,3125,1313,5067,3461,891,0,115
"ABRAXAS1",0,644,0,49,0,1,110,143,149,766,0
"ABRAXAS2",0,473,516,279,317,0,368,418,58,0,1
"ABT1",0,258,0,70,82,33,79,132,62,0,1
"ABTB1",1,477,61,297,374,632,661,812,438,1265,707
"ABTB2",0,547,556,178,169,110,32,131,392,11,305
"ACAA1",0,36,79,682,750,77,827,640,67,0,185
"ACAA2",2,1179,0,75,214,317,1390,1343,122,1,160
"ACACA",1,999,150,1318,759,287,407,467,182,0,632
"ACACB",0,779,127,70,146,133,204,320,59,0,96
"ACAD10",0,367,0,93,334,210,159,241,70,0,71
"ACAD11",0,399,233,185,522,347,275,331,577,0,1125
"ACAD8",0,782,70,107,255,77,179,252,28,1296,57
"ACAD9",2445,778,783,650,694,0,1070,1082,122,788,187
"ACADL",0,434,0,10,33,0,0,0,0,0,0
"ACADM",0,373,0,82,488,0,248,283,106,0,64
"ACADS",0,451,46,147,284,134,423,459,169,1286,312
"ACADSB",1,1,0,157,156,0,307,284,0,136,0
"ACADVL",2,392,929,2864,3689,955,2252,2604,1248,631,371
"ACAN",0,730,0,23,87,0,0,0,0,54,108
"ACAP1",1,449,605,355,2469,5116,3932,3699,5799,1899,2006
"ACAP2",51,38,1131,1430,2228,2555,2949,3455,951,1,1317
"ACAP3",0,766,778,1423,827,445,455,831,1252,595,1346
"ACAT1",0,4,419,476,636,39,428,597,134,0,0
"ACAT2",0,788,309,215,152,130,694,528,0,450,218
"ACBD3",0,228,150,650,531,0,911,977,73,834,372
"ACBD4",1,404,252,71,110,579,224,290,114,625,244
"ACBD5",2,548,77,551,1278,318,1313,1459,144,778,269
"ACBD6",1,1,0,114,135,0,151,235,66,0,0
"ACBD7",1,804,0,5,45,0,10,27,0,346,0
"ACCS",0,567,894,159,562,801,469,774,790,0,1516
"ACCSL",0,683,134,0,40,0,0,0,73,0,27
"ACD",2431,2,0,138,199,161,238,241,0,0,101
"ACE",0,2,333,180,430,70,395,489,88,0,131
"ACE2",0,554,0,13,78,0,0,2,39,0,0
"ACER1",2,0,0,12,45,0,16,12,0,0,2
"ACER2",0,600,0,22,2,0,14,56,138,0,108
"ACER3",1,1077,1059,630,268,1163,488,619,937,604,884
"ACHE",0,458,0,0,52,122,167,180,0,0,0
"ACIN1",1,1155,1235,1527,2930,873,3479,3321,802,953,2287
"ACKR1",1,553,1,230,246,435,266,1885,588,550,0
"ACKR2",2608,429,0,66,25,37,11,28,0,576,156
"ACKR3",0,216,498,125,238,90,91,152,44,0,84
"ACKR4",0,758,0,57,49,0,0,38,0,0,0
"ACLY",0,634,426,347,420,361,616,712,82,309,277
"ACMSD",0,64,0,46,150,64,0,0,70,1,0
"ACO1",0,2,335,94,112,74,369,312,0,2,51
"ACO2",3,11,1509,1184,1056,2302,1245,1816,3385,0,3236
"ACOD1",0,538,0,0,199,170,40,19,0,0,0
"ACOT1",4143,2252,227,186,653,84,1180,865,150,634,0
"ACOT11",0,38,145,163,81,71,42,79,32,0,166
"ACOT12",0,802,120,0,0,0,4,5,0,672,48
"ACOT13",0,1005,0,66,209,27,105,63,0,0,0
"ACOT2",0,328,117,84,123,76,20,50,10,1027,0
"ACOT4",0,837,0,70,150,141,167,171,69,255,13
"ACOT6",1103,382,38,0,106,0,0,0,120,598,0
"ACOT7",1,380,585,1931,546,548,931,512,86,636,0
"ACOT8",0,2,330,121,317,129,490,475,381,0,417
"ACOT9",1,709,597,553,931,216,726,932,616,0,609
"ACOX1",1772,711,414,674,693,37,868,735,226,1491,231
"ACOX2",0,1,0,0,16,0,27,73,0,0,0
"ACOX3",3,923,1582,721,638,5101,871,1059,8142,2961,6955
"ACOXL",63,0,56,0,80,0,0,12,149,0,0
"ACP1",32,8,1129,771,396,203,951,966,701,0,441
"ACP2",0,5,318,243,1133,1190,930,819,757,0,707
"ACP3",0,2,0,62,43,222,21,20,163,0,305
"ACP4",277,0,23,12,0,0,0,0,0,0,86
"ACP5",0,12,54,686,843,457,2385,7875,295,0,350
"ACP6",1,378,0,30,114,80,61,101,0,0,334
"ACP7",0,2,140,845,0,0,0,0,0,0,2
"ACR",0,568,0,0,39,0,5,12,22,0,0
"ACRBP",0,0,75,24,181,27,71,137,66,0,0
"ACRV1",0,780,153,0,58,0,0,0,0,444,0
"ACSBG1",1,930,26,19,62,0,17,4,176,0,0
"ACSBG2",0,30,0,0,0,0,0,4,69,0,0
"ACSF2",0,0,0,62,244,62,286,347,122,1,119
"ACSF3",0,761,0,42,252,151,130,113,174,1378,122
"ACSL1",4,402,875,775,1574,4616,1138,1144,1630,464,1455
"ACSL3",2,35,406,433,139,331,414,522,75,0,363
"ACSL4",1,530,503,711,2265,732,1812,1716,381,1,199
"ACSL5",119,0,352,318,483,977,823,821,318,0,295
"ACSL6",1,638,0,38,5,194,270,158,145,608,102
"ACSM1",0,385,0,0,0,0,5,7,313,626,0
"ACSM2A",0,741,0,0,0,0,0,0,0,0,91
"ACSM2B",0,313,0,29,0,0,0,0,0,238,0
"ACSM3",1397,589,57,1,38,0,54,66,61,1,0
"ACSM4",0,466,0,0,0,0,0,0,0,0,0
"ACSM5",10,1249,0,31,21,0,47,126,135,333,0
"ACSM6",0,0,0,0,0,0,0,0,0,0,0
"ACSS1",0,285,254,81,238,301,252,498,264,1,411
"ACSS2",1,799,295,481,450,166,362,503,115,0,0
"ACSS3",0,408,156,45,80,0,25,40,0,0,0
"ACTA1",2558,328,0,0,13,0,0,7,74,704,5
"ACTA2",2,404,1735,2262,2708,1168,861,3485,195,0,2499
"ACTB",6344,4849,116058,113531,100303,154324,120213,125799,75040,1917,74969
"ACTBL2",0,472,0,8,46,0,0,0,168,0,0
"ACTC1",0,971,219,0,42,0,5,3,0,689,138
"ACTG1",12149,883,47895,62216,21809,25401,35154,27900,29885,2359,39339
"ACTG2",1,884,123,222,0,1,46,100,0,0,0
"ACTL10",695,646,128,27,120,0,25,46,102,0,0
"ACTL6A",1,41,1078,1114,338,195,696,702,76,0,479
"ACTL6B",0,291,0,0,36,0,0,0,0,0,0
"ACTL7A",0,629,0,0,84,0,0,0,0,1400,0
"ACTL7B",2542,603,0,52,105,4,0,0,60,0,0
"ACTL8",0,468,0,0,0,0,0,0,26,960,152
"ACTL9",0,389,0,0,0,0,0,0,0,0,0
"ACTN1",1,510,644,1660,253,102,583,637,1,0,141
"ACTN2",2182,495,0,0,44,45,0,6,0,658,0
"ACTN3",0,35,0,0,0,100,0,0,0,0,0
"ACTN4",0,365,57,51,0,233,17,30,215,1239,98
"ACTR10",2,497,850,470,384,51,786,774,37,1,106
"ACTR1A",1,331,536,914,1086,530,1060,1098,320,0,143
"ACTR1B",2,379,889,392,569,1660,484,546,680,1,582
"ACTR2",11,913,5096,7477,7689,6945,12901,11838,3220,659,3754
"ACTR3",2,350,153,523,809,198,1135,990,57,1157,0
"ACTR3B",0,580,0,90,30,45,45,68,0,667,16
"ACTR3B_ACTR3C",2,1826,271,401,1223,215,1577,1184,513,1288,772
"ACTR5",2614,4,216,164,236,0,192,258,72,0,210
"ACTR6",86,429,88,299,534,683,805,809,472,464,385
"ACTR8",1,3,195,322,578,859,639,746,686,0,675
"ACTRT1",0,815,0,0,0,0,0,0,63,0,0
"ACTRT2",0,440,0,9,0,0,0,0,0,0,0
"ACTRT3",0,0,63,25,0,0,9,11,0,0,0
"ACVR1",2,717,583,482,506,230,789,908,409,1884,616
"ACVR1B",0,729,1067,402,403,490,391,341,304,0,476
"ACVR1C",0,425,0,27,47,0,4,66,0,0,0
"ACVR2A",216,0,0,167,249,0,203,178,66,319,145
"ACVR2B",0,742,44,54,130,60,66,79,74,671,0
"ACVRL1",0,293,128,43,370,54,421,466,0,0,0
"ACY1",5628,630,613,450,103,217,96,212,143,1240,217
"ACY3",0,0,160,0,42,0,6,12,0,0,0
"ACYP1",0,817,19,285,501,130,554,663,196,0,0
"ACYP2",2970,561,840,337,654,262,355,646,268,0,475
"ADA",0,816,488,886,1262,451,599,1045,624,1462,329
"ADA2",0,767,1204,302,3300,6102,1766,6061,2230,0,589
"ADAD1",0,678,0,0,0,0,0,4,0,541,0
"ADAD2",0,415,0,0,37,0,0,1,0,322,0
"ADAL",0,892,213,74,133,69,245,196,122,600,67
"ADAM10",0,20,1372,1469,1448,994,1748,2536,139,1,826
"ADAM11",0,683,0,0,184,74,16,22,77,0,0
"ADAM12",0,480,1,218,113,38,181,267,0,662,0
"ADAM15",1,676,722,604,411,657,192,454,527,676,936
"ADAM17",1202,11,1012,674,600,869,737,816,691,0,1461
"ADAM18",2203,629,0,0,0,118,0,0,75,0,0
"ADAM19",0,674,358,724,1082,119,1852,1739,258,1274,229
"ADAM2",0,745,68,6,6,0,0,0,96,0,87
"ADAM20",0,784,316,49,166,0,72,89,0,0,0
"ADAM21",0,10,41,0,33,0,0,0,55,0,0
"ADAM22",0,437,97,41,70,70,100,118,0,385,0
"ADAM23",0,750,718,1035,122,223,77,404,122,0,70
"ADAM28",0,883,0,55,1355,161,1255,887,0,0,1
"ADAM29",0,404,0,0,29,59,3,2,72,0,0
"ADAM30",0,409,0,0,37,29,0,0,0,306,19
"ADAM32",0,0,0,0,43,0,0,6,0,0,94
"ADAM33",533,654,101,200,232,0,15,226,77,0,0
"ADAM7",4,447,0,0,0,0,0,0,0,0,0
"ADAM8",1,722,1048,1093,3718,1021,1196,1891,1004,497,1086
"ADAM9",4213,513,2132,1330,1456,2374,905,2127,3248,1,4963
"ADAMDEC1",0,563,0,0,2029,2516,5578,4176,510,728,1
"ADAMTS1",0,819,719,270,478,133,58,308,134,803,104
"ADAMTS10",0,326,0,172,295,33,278,276,102,0,0
"ADAMTS12",0,640,317,71,50,0,42,97,44,700,94
"ADAMTS13",0,437,0,12,25,0,5,26,74,1,0
"ADAMTS14",0,543,287,201,185,237,126,58,133,514,139
"ADAMTS15",1,0,143,85,87,0,3,45,0,0,81
"ADAMTS16",0,857,158,0,0,0,0,11,0,0,0
"ADAMTS17",1,958,347,28,124,121,208,329,0,0,0
"ADAMTS18",0,0,0,27,0,0,0,1,0,0,0
"ADAMTS19",0,126,0,0,0,0,0,0,0,0,0
"ADAMTS2",4683,678,1601,869,1289,2512,255,270,5072,824,6857
"ADAMTS20",0,572,0,0,60,0,0,0,0,661,0
"ADAMTS3",0,692,0,16,40,84,26,119,66,0,0
"ADAMTS4",0,532,637,418,2075,389,340,368,434,78,1079
"ADAMTS5",0,428,117,123,237,0,33,107,57,0,0
"ADAMTS6",0,503,1,239,92,74,55,40,0,591,0
"ADAMTS7",0,12,140,63,49,141,58,89,108,0,88
"ADAMTS8",0,419,0,0,0,0,0,10,3,802,0
"ADAMTS9",3,810,214,403,178,87,139,471,0,583,0
"ADAMTSL1",0,505,46,148,0,0,13,118,68,662,181
"ADAMTSL2",108,709,0,160,1,92,72,388,0,0,0
"ADAMTSL3",0,558,95,0,90,310,16,178,297,701,0
"ADAMTSL4",0,875,772,758,439,2571,142,376,5425,1796,3892
"ADAMTSL5",0,748,86,307,133,0,58,58,0,640,0
"ADAP1",1,45,0,90,219,80,127,224,24,0,137
"ADAP2",2,513,243,40,1190,384,200,742,348,950,388
"ADAR",1,394,381,889,2545,1327,2537,2817,259,0,197
"ADARB1",642,287,60,197,65,247,97,108,241,0,647
"ADARB2",0,317,0,28,0,0,9,2,0,636,0
"ADAT1",11,669,219,266,243,197,354,513,175,0,93
"ADAT2",1,770,293,471,436,221,1397,983,152,684,518
"ADAT3",0,181,132,33,47,0,80,90,0,0,201
"ADCK1",0,327,208,19,92,35,70,81,95,0,165
"ADCK2",1,99,261,419,255,2073,562,639,815,254,556
"ADCK5",0,2,642,257,228,249,86,72,283,0,441
"ADCY1",0,0,1,16,22,57,12,36,0,0,3
"ADCY10",0,609,0,29,0,0,35,21,0,656,0
"ADCY2",0,556,0,0,0,70,2,14,0,0,0
"ADCY3",1,766,3379,1324,2328,2481,1339,2452,4808,1008,5718
"ADCY4",0,0,250,195,294,249,95,281,60,0,243
"ADCY5",0,535,0,0,38,0,52,233,0,624,0
"ADCY6",1,1,240,351,156,199,56,167,593,0,537
"ADCY7",3,898,1366,507,1995,5156,1037,1389,4690,602,2213
"ADCY8",0,302,0,0,2,0,0,5,0,0,112
"ADCY9",0,1,379,132,147,0,27,152,28,0,472
"ADCYAP1",0,300,0,48,0,0,7,104,0,353,0
"ADCYAP1R1",0,404,0,57,42,0,0,37,0,0,0
"ADD1",2,283,2326,1806,2292,2790,2592,3465,1847,0,1748
"ADD2",1,524,127,17,22,55,73,61,9,0,0
"ADD3",3,333,1316,822,1106,389,2366,3587,171,1,433
"ADGB",0,608,0,0,48,0,0,5,0,11,0
"ADGRA1",0,444,0,10,85,0,0,0,0,560,64
"ADGRA2",0,4,516,205,350,81,157,269,0,0,242
"ADGRA3",1,234,167,393,77,69,75,98,51,710,6
"ADGRB1",0,0,38,0,45,0,5,2,0,0,0
"ADGRB2",2477,862,115,50,48,0,30,25,53,0,84
"ADGRB3",1,995,0,61,83,0,8,33,0,607,0
"ADGRD1",0,318,326,56,43,0,0,69,68,5,0
"ADGRD2",0,515,0,0,0,0,0,0,73,2247,0
"ADGRE1",0,694,1,7,262,153,22,38,58,0,0
"ADGRE2",1265,306,311,333,674,137,532,465,251,1082,151
"ADGRE3",102,382,0,0,0,0,0,26,0,629,0
"ADGRE5",2,714,1330,1061,6138,3508,3750,5750,3103,590,2213
"ADGRF1",0,770,0,51,6,0,0,0,0,108,119
"ADGRF2",0,459,0,46,22,0,0,0,0,0,0
"ADGRF3",0,0,0,16,0,74,12,6,53,0,0
"ADGRF4",0,436,162,224,108,0,0,0,0,0,153
"ADGRF5",0,435,99,32,302,225,67,206,103,858,0
"ADGRG1",2,570,2286,1177,470,79,189,200,507,682,561
"ADGRG2",0,0,0,0,0,0,37,159,0,0,0
"ADGRG3",0,648,178,145,45,80,14,18,0,514,0
"ADGRG4",0,496,0,0,0,0,0,1,0,0,0
"ADGRG5",0,0,81,51,123,33,101,550,244,0,787
"ADGRG6",0,433,51,227,0,0,6,121,20,0,145
"ADGRG7",0,461,0,18,0,31,0,1,0,273,0
"ADGRL1",0,779,0,160,103,0,48,115,0,31,0
"ADGRL2",1,41,296,515,58,0,129,200,0,0,172
"ADGRL3",1,562,0,33,0,0,5,20,0,317,0
"ADGRL4",0,515,283,242,175,155,96,319,0,0,264
"ADGRV1",0,484,0,9,0,0,0,0,0,599,0
"ADH1A",1343,631,0,0,81,0,0,0,128,1372,0
"ADH1B",0,461,0,0,17,0,0,53,55,614,0
"ADH1C",0,1,0,24,27,33,17,405,32,0,0
"ADH4",0,253,0,0,0,0,0,0,0,0,0
"ADH5",0,448,414,408,261,196,440,458,271,0,175
"ADH6",0,511,0,0,43,0,0,0,67,0,0
"ADH7",0,607,0,28,74,0,0,0,73,0,0
"ADHFE1",0,704,111,27,24,0,81,152,0,0,174
"ADI1",1,556,246,449,137,183,532,380,150,615,300
"ADIG",0,0,0,0,34,0,0,0,0,0,0
"ADIPOQ",0,913,66,0,38,0,0,176,0,525,0
"ADIPOR1",5,586,1075,1036,1090,939,1395,1573,335,383,635
"ADIPOR2",0,549,557,1017,307,215,381,389,166,622,455
"ADIRF",15,397,2467,4843,114,102,29,634,68,0,207
"ADK",3,929,3436,1630,884,1445,860,1708,1797,0,4738
"ADM",0,556,334,1190,621,0,224,178,0,0,109
"ADM2",0,408,0,0,56,46,16,15,0,565,0
"ADM5",0,418,0,0,79,0,24,0,52,0,110
"ADNP",0,529,472,1188,1732,0,2002,1403,63,589,265
"ADNP2",0,35,573,103,264,0,258,229,120,0,87
"ADO",0,312,336,255,433,1542,443,484,461,0,186
"ADORA1",1392,456,0,1,84,0,5,8,74,0,0
"ADORA2A",1,437,128,29,223,384,324,220,133,0,0
"ADORA2B",1799,1242,1365,1383,119,749,36,94,1178,704,1268
"ADORA3",2,537,0,0,101,0,12,106,0,526,58
"ADPGK",3,240,1159,288,1624,3015,1225,1561,2932,0,1841
"ADPRH",0,413,92,81,735,163,237,310,371,0,0
"ADPRHL1",0,719,0,1,0,0,5,8,54,0,0
"ADPRM",1774,546,0,63,69,56,233,173,0,0,0
"ADPRS",0,583,0,19,91,84,85,70,0,1211,108
"ADRA1A",2,244,0,0,62,0,8,63,192,0,62
"ADRA1B",0,650,129,0,0,0,9,38,0,1028,0
"ADRA1D",1700,574,0,0,41,0,0,3,82,0,0
"ADRA2A",0,873,93,0,95,165,476,1032,207,0,123
"ADRA2B",0,654,0,0,14,13,4,27,0,0,0
"ADRA2C",0,536,0,0,92,0,0,29,0,0,0
"ADRB1",0,310,0,24,0,0,0,34,76,0,0
"ADRB2",0,516,533,70,375,278,21,208,155,4,410
"ADRB3",1642,394,122,0,0,0,1,0,0,0,84
"ADRM1",1,632,479,1119,1084,367,1235,1194,325,290,313
"ADSL",0,263,0,244,183,0,497,351,81,0,113
"ADSS1",0,73,117,14,90,0,11,17,0,0,87
"ADSS2",5205,126,2730,465,650,3179,988,1436,12965,1003,12512
"ADTRP",0,685,69,117,121,0,159,184,64,0,107
"AEBP1",1857,503,2669,1412,847,1118,507,807,1170,1,4590
"AEBP2",1,716,717,1869,1133,443,1814,1928,384,0,988
"AEN",0,177,0,31,49,0,41,12,48,0,0
"AFAP1",1,0,0,228,171,51,184,207,0,0,124
"AFAP1L1",1415,8,399,527,186,461,61,210,1198,0,1798
"AFAP1L2",1,542,1248,842,216,194,81,153,401,313,773
"AFDN",2,213,1342,1949,375,35,505,757,220,1,1051
"AFF1",2,1,268,360,846,130,511,659,80,0,54
"AFF2",0,504,0,0,0,0,73,23,0,29,0
"AFF3",1,4,0,10,43,0,223,210,0,0,0
"AFF4",2348,730,2415,2131,2554,2670,1710,2188,3773,1305,5073
"AFG1L",1,986,0,51,152,0,160,139,59,0,54
"AFG3L2",1210,422,451,761,540,31,692,525,65,849,104
"AFM",0,553,0,0,0,89,0,0,38,0,0
"AFMID",1,752,160,156,140,972,185,352,792,1198,378
"AFP",1,509,0,18,0,0,0,0,0,0,0
"AFTPH",2,351,129,828,608,0,1576,1359,55,0,248
"AGA",0,519,236,223,163,292,494,594,141,0,207
"AGAP_Family",0,2401,886,729,2080,290,805,1016,294,2598,884
"AGAP1",2,504,113,549,428,91,616,583,257,600,288
"AGAP11",0,0,118,10,0,0,2,44,0,0,0
"AGAP2",0,387,263,0,306,553,232,245,167,537,130
"AGAP3",0,397,1169,1356,761,991,756,1010,806,0,1440
"AGBL1",0,510,0,0,34,0,0,0,0,0,0
"AGBL2",0,400,10,24,120,305,67,61,115,0,0
"AGBL3",0,454,0,26,49,173,68,99,97,1421,0
"AGBL4",0,586,0,0,0,0,0,7,0,622,0
"AGBL5",2388,294,108,169,95,342,114,102,140,695,236
"AGER",0,700,8,142,335,141,648,596,184,714,479
"AGFG1",0,163,381,883,916,197,1004,966,83,0,202
"AGFG2",2352,579,0,169,486,106,492,453,63,0,0
"AGGF1",0,548,60,67,82,62,88,72,43,547,0
"AGK",0,299,188,286,291,116,378,565,171,0,227
"AGL",1,375,219,63,168,0,346,274,0,590,0
"AGMAT",0,439,0,39,0,0,373,177,0,0,134
"AGMO",0,503,0,25,0,0,5,21,60,641,1
"AGO1",2,582,150,229,699,221,743,647,0,677,201
"AGO2",0,616,244,1235,298,0,660,535,0,0,218
"AGO3",1,462,251,236,566,468,626,702,221,340,770
"AGO4",0,5,412,221,689,198,405,522,119,191,148
"AGPAT1",0,3,1229,439,488,1278,368,595,677,0,468
"AGPAT2",0,25,0,599,306,89,435,458,0,0,66
"AGPAT3",4453,378,365,291,373,321,629,519,391,663,261
"AGPAT4",28610,731,1752,426,83,1002,102,190,5059,7335,5228
"AGPAT5",1,441,0,342,340,289,372,430,208,0,150
"AGPS",1,496,247,777,1173,981,1287,1253,1102,0,923
"AGR2",0,0,0,30,40,0,0,0,0,0,0
"AGR3",0,523,0,8,5,0,0,0,0,659,0
"AGRN",1,699,478,1563,445,0,159,195,107,1,817
"AGRP",0,0,66,0,24,0,0,4,0,93,37
"AGT",2,499,0,0,0,0,0,8,0,0,0
"AGTPBP1",1,3,1000,237,895,2576,831,1137,2444,0,1275
"AGTR1",0,415,0,0,0,0,2,2,60,647,2
"AGTR2",2627,493,0,0,0,32,0,0,0,0,0
"AGTRAP",0,563,927,342,403,759,476,680,373,316,822
"AGXT",1,222,0,0,3,0,0,0,0,1404,0
"AGXT2",0,601,0,0,31,0,0,0,0,647,0
"AHCTF1",0,201,749,226,572,130,443,548,180,0,113
"AHCY",0,142,72,268,387,134,83,98,178,0,0
"AHCYL1",3,406,0,282,334,251,479,629,112,1,107
"AHCYL2",2,552,248,131,188,309,299,334,84,660,49
"AHDC1",0,583,449,98,170,0,47,88,0,585,340
"AHI1",0,574,0,199,532,82,542,689,66,726,41
"AHNAK",7450,117,13058,5097,1621,4830,1246,3122,15483,2486,19337
"AHNAK2",1,501,1612,6333,47,0,8,24,76,0,142
"AHR",0,358,619,640,654,443,684,892,71,0,218
"AHRR",0,534,0,21,0,0,20,66,140,0,0
"AHSA1",1,539,712,525,293,238,290,352,203,0,204
"AHSG",0,559,92,0,0,0,1,0,0,1352,0
"AHSP",0,438,58,0,41,0,14,5,173,0,0
