"","pacient_10","pacient_11","pacient_5","pacient_6","pacient_4","pacient_1","pacient_2","pacient_3","pacient_7","pacient_9","pacient_8"
"SCYL1",0,371,995,586,635,432,534,571,347,0,522
"SCYL2",0,193,536,172,476,274,473,569,42,713,0
"SCYL3",1,542,52,106,475,551,624,676,475,626,633
"SDAD1",2,82,579,891,1195,556,1406,1452,537,6,1051
"SDC1",5249,514,25438,10559,162,404,5,764,2351,571,21264
"SDC2",0,46,1,353,128,301,142,254,82,0,546
"SDC3",3,602,14,394,5513,714,1070,3496,180,915,233
"SDC4",7,502,2748,4616,679,1215,2296,1096,739,923,2278
"SDCBP",4,187,1304,2240,3922,3811,8715,7073,1850,1,2463
"SDCBP2",1,557,581,414,0,0,16,41,0,1190,263
"SDCCAG8",0,306,329,422,866,495,800,1228,296,1,845
"SDE2",2580,499,579,302,1098,768,997,1348,719,713,1035
"SDF2",0,697,128,336,210,192,406,499,211,1014,429
"SDF2L1",0,667,286,438,686,156,495,970,301,621,123
"SDF4",502,668,947,1359,2201,689,1304,1610,644,744,1218
"SDHA",0,11,418,963,1600,876,1214,1544,0,0,174
"SDHAF1",2,533,634,361,559,2510,401,598,7365,2107,4030
"SDHAF2",1,217,884,189,444,38,686,681,60,1,214
"SDHAF3",0,39,222,61,156,145,213,233,124,0,23
"SDHAF4",1,612,0,53,122,200,223,214,289,0,606
"SDHB",0,530,282,668,1379,231,1169,1069,148,0,341
"SDHC",0,44,0,234,227,0,347,320,0,0,1
"SDHD",3,960,78,1758,1312,252,2343,1498,0,0,0
"SDK1",0,226,0,30,137,0,196,148,125,0,2
"SDK2",0,317,216,203,0,44,12,18,70,0,181
"SDR16C5",0,603,216,536,64,0,0,19,0,0,0
"SDR39U1",0,213,58,40,104,99,19,37,109,0,50
"SDR42E1",1302,443,364,268,48,0,72,55,52,0,0
"SDR42E2",0,826,0,0,42,0,4,1,0,535,0
"SDR9C7",4,501,741,146,72,0,0,0,60,1,56
"SDS",2708,278,0,0,378,0,25,178,0,11,0
"SDSL",1,956,155,111,348,84,336,389,240,595,0
"SEBOX",0,637,0,0,42,0,0,0,0,199,1
"SEC11A",0,792,511,1367,927,378,1472,1421,401,0,324
"SEC11C",3,590,649,645,2159,1108,1592,3205,1777,0,631
"SEC13",1,169,678,1221,869,405,862,1131,101,0,216
"SEC14L1",1,285,934,903,2401,565,1181,2128,312,472,225
"SEC14L2",2088,551,300,1317,155,0,457,87,243,1978,84
"SEC14L3",0,185,4,0,91,0,0,0,0,0,0
"SEC14L4",0,851,178,0,0,0,0,4,64,322,0
"SEC14L5",1,840,62,25,0,0,0,13,0,607,0
"SEC14L6",0,364,8,0,0,0,4,1,38,592,0
"SEC16A",0,525,69,208,304,172,343,456,22,0,187
"SEC16B",0,0,390,56,91,0,0,4,0,47,108
"SEC22A",0,0,159,168,77,0,136,195,61,0,302
"SEC22B",2445,34,250,395,1093,303,1841,1918,172,0,48
"SEC22C",0,613,135,366,564,590,620,667,303,684,88
"SEC23A",384,487,1056,604,1181,211,661,978,427,678,665
"SEC23B",0,102,109,333,203,126,484,635,205,1,137
"SEC23IP",2,665,1294,581,802,870,1091,1145,1077,1807,793
"SEC24A",150,673,598,800,666,441,397,617,169,258,362
"SEC24B",1,605,398,712,1220,353,1162,1122,80,0,503
"SEC24C",2,325,927,711,1134,488,1121,1210,371,0,518
"SEC24D",1,878,1013,1267,2352,260,999,1258,30,0,588
"SEC31A",0,421,2248,1525,2225,2782,2352,3979,1675,628,2064
"SEC31B",1,572,119,137,806,385,752,500,123,0,0
"SEC61A1",1,8,1456,868,557,440,687,1406,231,0,391
"SEC61A2",3450,591,114,164,416,113,334,317,195,642,67
"SEC61B",1,368,426,687,781,406,586,898,371,0,151
"SEC61G",0,341,861,1866,644,290,873,1274,372,0,341
"SEC62",3,628,381,498,1050,43,1085,1729,259,0,56
"SEC63",2,500,1035,827,695,511,464,915,665,0,1276
"SECISBP2",1,294,202,448,786,414,939,860,128,0,114
"SECISBP2L",4,617,1140,719,1084,1960,1616,1382,2053,0,1057
"SECTM1",522,328,174,462,3143,1153,611,1070,180,1,578
"SEH1L",5,9,236,863,385,329,1268,1002,203,196,432
"SEL1L",2,394,386,427,697,166,991,1577,0,0,122
"SEL1L2",0,362,0,0,36,71,0,0,0,10,0
"SEL1L3",1,450,111,271,1217,394,518,1602,466,0,252
"SELE",0,581,509,178,111,133,32,63,62,610,0
"SELENBP1",1,378,0,108,82,68,42,195,35,496,188
"SELENOF",7,750,438,602,888,1826,2432,3119,1322,1390,807
"SELENOH",1,232,244,401,687,333,1289,1152,194,0,60
"SELENOI",3,3,69,441,110,60,147,252,95,0,91
"SELENOK",0,459,133,87,177,75,113,208,0,0,0
"SELENOM",0,1,163,194,138,191,241,373,63,0,2
"SELENON",0,285,297,395,559,205,1000,668,149,0,99
"SELENOO",1,600,724,508,561,539,657,842,812,656,802
"SELENOP",2,10,1115,680,1519,216,1212,10306,70,0,103
"SELENOS",0,649,354,264,906,318,860,1186,342,0,234
"SELENOT",0,293,1776,978,2170,572,1890,2204,1073,375,653
"SELENOV",0,82,93,0,0,0,3,0,0,0,0
"SELENOW",569,113,4663,5256,1826,2866,2262,2461,3376,1148,6407
"SELL",1,642,345,292,3921,516,1829,3068,667,1359,181
"SELP",7,290,0,37,292,312,47,269,458,519,0
"SELPLG",4,973,1646,369,4015,2728,2884,3050,3779,640,2922
"SEM1",2,107,955,1951,1264,457,2048,2003,313,0,642
"SEMA3A",1,420,0,679,52,33,249,416,60,1166,3
"SEMA3B",0,489,0,97,72,0,2,20,0,649,67
"SEMA3C",0,712,1389,848,48,0,59,237,0,0,198
"SEMA3D",0,818,0,31,29,66,33,201,0,0,0
"SEMA3E",0,0,0,0,0,0,0,0,67,0,5
"SEMA3F",1,615,736,820,331,63,171,253,66,634,1511
"SEMA3G",0,411,158,13,0,0,26,57,0,699,0
"SEMA4A",790,424,396,111,744,941,279,337,1212,504,340
"SEMA4B",1172,303,5973,2450,595,1077,566,654,1317,1,3944
"SEMA4C",0,574,857,343,399,765,192,556,1413,0,1402
"SEMA4D",0,715,418,289,2298,1136,3368,3399,1417,0,1534
"SEMA4F",2634,683,0,191,313,0,138,178,60,0,172
"SEMA4G",0,545,0,0,0,0,14,13,0,0,0
"SEMA5A",0,584,1539,403,219,253,461,1557,363,927,141
"SEMA5B",0,654,0,31,81,49,38,22,0,0,0
"SEMA6A",102,674,0,216,162,228,157,256,136,0,0
"SEMA6B",1,792,1,145,218,245,252,261,0,0,330
"SEMA6C",4,1,187,27,0,0,7,30,79,0,124
"SEMA6D",0,151,0,0,0,0,11,8,0,0,0
"SEMA7A",0,300,352,668,1185,445,1321,1515,982,709,216
"SEMG1",0,19,94,0,0,15,0,0,0,304,0
"SEMG2",0,953,0,0,22,0,0,0,0,802,0
"SENP1",0,443,250,134,370,96,691,560,295,0,0
"SENP2",1,1051,919,1069,614,258,969,1045,531,0,79
"SENP3",2,4,562,516,771,155,1000,1030,401,0,368
"SENP5",3,552,529,850,1023,662,706,839,543,0,1642
"SENP6",4,333,349,667,906,143,1242,1322,380,689,379
"SENP7",0,334,276,234,974,137,1568,1577,199,602,260
"SENP8",0,129,0,0,76,0,19,32,0,0,0
"SEPHS1",0,458,0,46,46,155,54,49,32,0,0
"SEPHS2",1,293,1287,647,1248,2727,1495,1245,2193,289,1948
"SEPSECS",0,189,102,134,200,36,355,374,177,1,48
"SEPTIN1",0,34,0,146,1204,739,2612,1885,977,0,118
"SEPTIN10",1,350,725,561,151,85,219,617,113,737,2
"SEPTIN11",1705,464,935,2237,1396,1464,1520,1758,1603,633,2303
"SEPTIN12",0,208,0,10,6,0,0,0,56,295,0
"SEPTIN14",4459,0,0,0,1,0,0,0,67,0,0
"SEPTIN2",3,578,983,1662,2936,1543,3411,4914,724,0,653
"SEPTIN3",1,223,115,0,50,0,15,6,76,537,0
"SEPTIN4",3,515,0,44,182,127,87,334,120,0,93
"SEPTIN5",0,251,250,185,96,138,13,165,0,0,181
"SEPTIN6",0,226,137,407,2444,1879,4863,5779,1217,0,978
"SEPTIN7",1,1144,463,775,1259,270,2458,2486,166,1049,340
"SEPTIN8",0,503,207,847,733,163,447,624,72,0,110
"SEPTIN9",2,620,1580,1919,1541,4535,3356,2723,2712,1371,2332
"SERAC1",232,560,139,260,49,47,55,50,24,0,0
"SERBP1",1,527,89,376,198,170,322,376,253,0,429
"SERF1A_1B",1,600,601,966,530,153,505,543,277,0,151
"SERF2",2536,877,38,150,272,575,242,282,258,1490,98
"SERGEF",0,597,0,86,349,28,118,187,77,1277,241
"SERHL2",225,0,20,34,77,0,30,68,0,0,115
"SERINC1",3,10,790,688,1576,800,2335,3329,126,0,89
"SERINC2",0,403,1269,1211,107,0,21,37,90,0,698
"SERINC3",1,586,677,985,813,535,1350,1462,137,528,265
"SERINC4",0,284,0,27,0,0,2,7,0,363,8
"SERINC5",2,841,599,982,239,409,1451,1064,446,554,590
"SERP1",3,753,3770,5851,4320,296,2760,3645,334,0,796
"SERP2",0,704,0,0,38,0,74,56,89,0,0
"SERPINA1",0,707,0,0,0,0,2,1,0,0,0
"SERPINA10",0,802,0,0,0,4,4,0,0,586,0
"SERPINA11",0,1120,0,130,43,0,0,0,2,1126,0
"SERPINA12",0,613,309,0,123,0,2,0,96,663,71
"SERPINA2",645,407,0,0,0,0,0,0,58,0,0
"SERPINA3",23,626,100,3058,26,86,17,67,42,614,1884
"SERPINA4",0,585,0,0,272,0,0,0,236,0,92
"SERPINA5",2408,906,0,0,40,0,7,7,0,1,0
"SERPINA6",0,1029,0,0,0,0,0,0,0,0,2
"SERPINA7",0,727,0,0,48,0,0,1,64,0,0
"SERPINA9",0,609,1,8,43,0,0,0,0,0,0
"SERPINB1",4,521,5062,10637,2433,4615,2792,2859,3047,310,6697
"SERPINB10",1420,1107,124,1,14,0,8,0,71,1491,45
"SERPINB11",0,534,1,21,0,0,0,0,67,0,0
"SERPINB12",0,969,131,32,0,0,0,0,0,0,0
"SERPINB13",0,830,1890,4436,21,0,0,0,74,528,6590
"SERPINB2",2,806,485,12640,0,0,1,0,0,633,4
"SERPINB3",2770,1002,2541,8959,29,0,0,0,0,1613,8951
"SERPINB4",1259,877,1170,3318,37,0,2,0,55,1046,2308
"SERPINB5",0,386,18388,15501,100,0,0,0,40,0,3078
"SERPINB6",268,890,848,1859,1743,1988,2476,3776,1117,3290,3067
"SERPINB7",1,572,474,937,31,0,0,0,38,582,0
"SERPINB8",2312,528,651,1033,560,855,647,573,675,1324,613
"SERPINB9",0,184,81,0,78,157,71,569,172,0,0
"SERPINC1",0,359,0,0,58,0,3,1,0,0,0
"SERPIND1",0,823,0,0,45,0,0,5,0,317,0
"SERPINE1",2,1021,1496,2271,1222,151,635,327,111,209,427
"SERPINE2",1,687,1836,351,191,174,279,377,0,0,406
"SERPINE3",0,684,24,0,47,0,0,4,75,0,0
"SERPINF1",0,578,1378,1626,1062,1322,3846,4261,893,0,1457
"SERPINF2",1,949,0,38,216,134,174,417,164,0,121
"SERPING1",20,16,493,846,8484,6230,3268,6785,795,0,1319
"SERPINH1",0,413,541,1472,242,0,545,793,78,0,419
"SERPINI1",1,119,0,30,111,0,29,110,61,0,0
"SERPINI2",0,0,0,0,0,0,19,7,0,0,0
"SERTAD1",0,495,0,157,244,79,167,162,71,163,56
"SERTAD2",0,512,1,670,401,0,486,579,0,566,56
"SERTAD3",0,651,899,330,747,976,569,848,1316,557,1164
"SERTAD4",0,952,40,82,87,0,0,26,61,1209,51
"SERTM1",1,480,1,2,23,0,0,0,0,486,123
"SERTM2",0,530,0,0,0,0,7,4,0,648,0
"SESN1",0,1175,128,164,184,188,349,512,227,0,169
"SESN2",1128,689,481,130,564,106,249,192,152,716,0
"SESN3",278,1167,3536,2008,585,389,3544,2846,495,645,715
"SESTD1",285,558,495,340,470,162,371,479,70,690,115
"SET_SETSIP",2635,13242,4388,17647,13183,724,14305,11897,501,3121,1630
"SETBP1",0,1158,703,725,1977,720,901,1764,415,597,566
"SETD1A",2463,598,144,136,487,0,385,458,123,1137,103
"SETD1B",32,937,1018,695,1143,2091,1065,1438,2900,1035,2427
"SETD2",3,545,660,1469,2550,290,2927,2642,305,0,1278
"SETD3",2939,877,101,480,928,560,725,1089,406,0,484
"SETD4",1,1116,313,247,359,437,680,912,534,573,286
"SETD5",5,941,2144,1670,2031,3298,2645,3025,2131,250,1948
"SETD6",0,1,117,149,80,78,136,81,186,0,91
"SETD7",2,1173,0,138,0,78,70,90,0,955,145
"SETD9",0,560,0,0,108,82,50,23,2,334,0
"SETDB1",0,4,94,244,399,329,653,795,0,0,46
"SETDB2",2,841,201,444,1272,359,1873,1864,525,0,361
"SETDB2_SETDB2-PHF11",1,628,98,118,603,1436,511,713,1321,1111,524
"SETMAR",161,1056,147,197,105,241,182,190,616,1326,653
"SETX",1,703,747,737,2147,2868,2132,2235,1020,538,472
"SEZ6",0,767,0,0,42,0,0,0,55,0,0
"SEZ6L",0,197,68,0,79,0,0,0,0,0,0
"SEZ6L2",0,2,0,8,39,0,21,30,77,0,107
"SF1",6,54,2119,2621,3145,1302,6057,6568,1116,1,1336
"SF3A1",2053,716,2061,1582,2364,2475,3793,3091,2414,956,2727
"SF3A2",1,765,295,1912,1739,340,2488,2286,482,0,598
"SF3A3",22,695,1120,759,1094,2523,1108,1279,1965,8,2229
"SF3B1",2,749,3825,1787,3868,4887,4344,5170,8251,3244,8546
"SF3B2",15,997,7176,3867,4483,11450,5665,6359,16218,2680,12599
"SF3B3",2669,860,1560,1289,2461,1126,3287,2751,962,938,1121
"SF3B4",3,1146,662,1056,1444,531,2034,1925,239,1392,795
"SF3B5",4,971,588,780,588,814,1018,1274,480,670,596
"SF3B6",2,444,759,2149,1620,120,1544,1358,273,0,128
"SFI1",0,688,2230,1399,3466,3782,8107,7486,7679,1235,4554
"SFMBT1",0,416,238,81,209,268,321,309,109,0,155
"SFMBT2",1,785,53,227,1552,610,1269,2045,1062,0,818
"SFN",20,1160,51200,33790,83,0,2,4,0,0,18886
"SFPQ",3,83,5458,7133,6866,4644,9165,7950,6582,312,9709
"SFR1",0,769,595,355,360,258,205,233,224,0,0
"SFRP1",0,716,1631,175,0,92,7,84,26,990,1325
"SFRP2",1072,1529,2080,2049,2560,52,894,1761,122,720,2423
"SFRP4",0,13,1,60,29,109,84,89,70,0,75
"SFRP5",0,740,62,20,126,0,1,0,64,1175,0
"SFSWAP",105,561,256,309,379,7,409,460,33,0,177
"SFT2D1",0,745,655,725,1322,890,2136,1706,506,1760,418
"SFT2D2",3,147,492,507,1815,3433,2695,3286,1471,0,1078
"SFT2D3",1,1052,277,288,604,614,639,687,166,630,171
"SFTA2",0,616,0,0,0,75,4,7,1,0,0
"SFTPA1",0,1307,0,19,0,6,0,6,0,0,0
"SFTPA1_SFTPA2",0,546,176,0,0,0,0,4,3,673,0
"SFTPB",1,0,133,0,0,0,0,0,0,0,0
"SFTPC",100,550,0,0,23,0,2,8,60,1156,0
"SFTPD",0,0,120,18,51,0,2,9,0,0,265
"SFXN1",0,794,0,551,528,73,1257,880,0,0,0
"SFXN2",1360,0,5,65,161,76,241,303,116,1,0
"SFXN3",1,518,700,743,735,117,571,678,0,0,82
"SFXN4",0,1,270,142,184,276,401,412,251,0,174
"SFXN5",0,194,98,203,267,0,34,45,50,0,131
"SGCA",0,799,0,1,0,0,0,49,0,0,0
"SGCB",1,0,69,314,308,0,229,297,0,0,0
"SGCD",0,661,4,6,0,0,12,21,42,0,0
"SGCE",0,0,0,27,121,90,89,267,95,0,0
"SGCG",0,486,0,0,29,0,0,1,23,585,0
"SGCZ",0,654,0,0,53,86,0,1,0,0,0
"SGF29",0,884,671,154,330,297,362,420,753,702,551
"SGIP1",1,684,117,220,601,0,41,38,0,636,0
"SGK1",7,545,4439,3461,1481,255,2707,3649,561,691,1956
"SGK2",0,34,0,0,35,0,29,1,0,0,48
"SGK3",0,0,0,166,234,389,242,377,128,0,197
"SGMS1",2,435,840,693,980,566,1252,1300,635,1,468
"SGMS2",1,250,517,574,131,113,32,80,61,1,222
"SGO1",0,451,280,310,241,188,328,256,1062,0,525
"SGO2",0,737,0,180,241,111,356,287,66,481,401
"SGPL1",0,138,1814,1118,1454,3783,1397,1322,5017,0,2219
"SGPP1",0,510,221,119,226,625,680,932,420,1,205
"SGPP2",0,518,544,491,356,73,650,255,0,557,8
"SGSH",2,950,129,175,947,496,1281,1217,343,0,486
"SGSM1",16,328,11,9,25,0,25,75,26,0,0
"SGSM2",2736,12,1186,971,1808,1820,2211,2329,3048,0,3858
"SGSM3",0,434,1121,656,962,1362,646,1151,564,628,1243
"SGTA",0,0,459,600,244,240,327,358,265,0,56
"SGTB",1,614,47,177,676,151,1315,1132,46,0,0
"SH2B1",0,2,618,452,1057,580,1104,1225,284,0,420
"SH2B2",2,21,0,98,894,570,329,743,342,0,52
"SH2B3",873,433,855,468,1316,1181,479,936,795,0,643
"SH2D1A",0,911,0,361,3720,28,7115,2419,69,0,0
"SH2D1B",0,611,0,1,54,39,21,46,0,0,0
"SH2D2A",0,553,121,130,964,473,687,726,0,0,62
"SH2D3A",0,389,165,405,180,93,64,112,78,0,1
"SH2D3C",0,414,494,232,913,789,597,1147,1083,0,774
"SH2D4A",1,401,306,124,0,0,12,6,0,0,0
"SH2D4B",0,345,0,0,27,0,0,2,0,0,0
"SH2D5",0,717,271,160,9,0,1,0,60,963,0
"SH2D6",0,997,0,0,32,0,0,6,115,0,0
"SH2D7",0,282,0,0,15,0,0,1,0,334,0
"SH3BGR",0,401,0,7,0,0,4,20,0,5,65
"SH3BGRL",5,375,882,1398,3600,763,4725,5309,304,625,152
"SH3BGRL2",1840,1160,103,140,99,104,71,331,28,382,0
"SH3BGRL3",8,570,11110,8062,5687,19787,5072,7587,18503,791,16447
"SH3BP1",1,8,343,729,914,787,1230,952,730,1,606
"SH3BP2",1,382,0,702,1505,60,1220,986,0,845,0
"SH3BP4",0,399,66,34,109,0,27,29,51,0,45
"SH3BP5",937,335,499,524,1280,171,1151,2032,239,0,162
"SH3BP5L",0,292,330,273,542,280,322,272,165,0,62
"SH3D19",2,941,662,1314,454,65,83,309,129,0,53
"SH3D21",0,1049,311,598,246,0,292,316,131,0,107
"SH3GL1",1,11,4426,3734,1894,3074,1126,1316,2446,684,4084
"SH3GL2",801,682,0,29,30,55,0,0,75,0,0
"SH3GL3",0,764,0,21,0,0,0,0,0,0,0
"SH3GLB1",0,823,1669,1419,1708,681,1601,1829,350,341,1340
"SH3GLB2",3,980,793,945,792,3,693,592,239,0,207
"SH3KBP1",1334,722,1050,1112,1397,605,2058,1924,621,647,498
"SH3PXD2A",0,784,1432,1732,635,213,502,745,145,549,274
"SH3PXD2B",19,409,1456,671,653,1396,628,352,2587,643,4611
"SH3RF1",0,0,77,408,524,122,66,153,0,0,129
"SH3RF2",2412,518,3655,792,44,261,86,38,246,1018,5803
"SH3RF3",0,970,540,105,147,0,64,74,35,1167,252
"SH3TC1",2,4,1706,1359,928,1081,2533,833,489,0,1273
"SH3TC2",0,269,63,54,36,0,4,3,0,0,0
"SH3YL1",0,450,230,690,198,0,546,348,0,714,0
"SHANK1",0,760,110,13,0,0,3,18,49,556,0
"SHANK2",1,618,120,114,0,0,0,11,0,2495,0
"SHANK3",0,1,0,676,862,57,249,1251,58,5,75
"SHARPIN",2070,46,2756,1333,1227,3214,742,981,6710,1,5373
"SHB",0,452,860,724,0,68,109,163,97,127,248
"SHBG",0,1066,0,0,85,0,1,3,127,617,0
"SHC1",3,1010,4372,2460,1162,2033,1000,1574,2602,1250,4184
"SHC2",2243,626,134,80,57,0,52,123,0,968,37
"SHC3",1,818,164,9,29,0,0,0,1,474,74
"SHC4",0,546,0,57,0,0,8,15,62,0,0
"SHCBP1",1,0,139,88,102,0,184,132,111,0,69
"SHCBP1L",0,496,0,0,0,0,0,0,55,612,47
"SHD",0,415,0,19,28,0,10,16,0,0,0
"SHE",0,275,0,43,49,0,26,181,81,0,109
"SHF",1,591,58,162,129,0,24,53,0,0,68
"SHFL",2,630,255,1066,2805,367,765,786,973,554,1116
"SHH",1649,530,0,16,62,0,5,0,0,984,0
"SHISA2",0,389,0,484,0,0,40,12,63,646,2
"SHISA3",0,509,0,0,1,0,43,204,0,0,0
"SHISA4",2,518,132,77,91,0,42,67,0,0,0
"SHISA5",0,694,2125,964,2011,2268,1038,1063,1850,0,5937
"SHISA6",1328,86,536,86,296,0,0,2,365,158,192
"SHISA7",168,466,124,10,36,37,0,0,62,653,147
"SHISA8",22,527,10,21,23,0,5,42,0,1142,0
"SHISA9",1089,506,0,0,3,0,0,2,70,0,0
"SHISAL1",0,453,0,68,0,0,13,0,0,694,81
"SHISAL2A",0,821,3,37,291,325,259,325,88,0,0
"SHISAL2B",1,0,0,0,0,0,0,0,0,0,0
"SHKBP1",0,1,366,100,193,373,370,530,147,0,177
"SHLD1",1,383,69,69,75,144,446,339,118,0,248
"SHLD2",0,433,0,280,389,66,235,414,42,0,113
"SHLD3",2,484,261,128,149,68,317,288,0,0,33
"SHMT1",0,244,202,81,338,163,177,239,109,0,305
"SHMT2",0,904,287,655,205,111,756,861,74,0,342
"SHOC1",0,886,0,0,63,0,0,0,61,0,0
"SHOC2",2,15,1234,893,1433,1875,1227,1604,609,0,718
"SHOX",0,0,157,12,43,0,0,0,0,0,0
"SHOX2",0,368,2,16,214,0,42,29,0,6,112
"SHPK",0,757,181,298,297,68,218,315,202,389,298
"SHPRH",0,697,271,443,655,213,910,1101,449,627,779
"SHQ1",0,7,239,452,334,585,454,597,746,352,1119
"SHROOM1",0,0,48,82,75,0,24,65,68,624,0
"SHROOM2",0,434,324,244,132,0,30,20,0,0,579
"SHROOM3",1999,408,0,0,111,0,0,1,0,0,111
"SHROOM4",1,837,0,0,302,0,51,145,0,0,0
"SHTN1",3,1030,546,469,513,276,360,1044,146,0,795
"SI",1299,381,26,0,0,0,0,0,0,2072,0
"SIAE",2860,1,0,84,66,9,92,140,0,0,0
"SIAH1",2480,391,365,317,216,33,323,478,117,313,490
"SIAH2",0,456,765,1016,502,93,704,477,52,731,103
"SIAH3",0,387,0,0,0,0,0,5,0,641,0
"SIDT1",0,0,58,21,365,788,193,241,968,324,83
"SIDT2",0,20,152,135,631,914,350,579,217,0,222
"SIGIRR",0,181,0,129,563,244,358,444,9,0,0
"SIGLEC1",1,587,258,78,3045,6882,95,1545,10202,539,2565
"SIGLEC10",1,650,0,68,1045,389,511,401,50,1342,437
"SIGLEC11",7,1113,7,26,345,245,3,123,0,0,122
"SIGLEC12",0,3,0,54,111,91,205,28,0,0,90
"SIGLEC14",0,642,0,8,1222,763,588,710,290,0,148
"SIGLEC15",0,101,0,7,0,0,1172,239,0,0,0
"SIGLEC16",39,428,7,0,30,0,0,32,16,0,20
"SIGLEC5",875,583,0,3,94,0,48,52,43,1563,0
"SIGLEC6",0,574,35,33,49,7,4,104,0,603,0
"SIGLEC7",0,532,193,54,488,458,189,327,281,679,200
"SIGLEC8",0,243,0,0,166,62,90,271,0,699,0
"SIGLEC9",0,0,0,13,177,489,82,254,123,0,20
"SIGLECL1",0,564,0,0,1,0,3,0,0,623,109
"SIGMAR1",1,732,116,1048,177,0,527,431,0,2960,0
"SIK1_SIK1B",1,238,457,724,437,217,143,781,218,1,246
"SIK2",1,649,1,103,340,163,262,394,63,691,179
"SIK3",5,12,916,1372,1790,314,2102,1910,362,0,1059
"SIKE1",1,338,120,167,618,0,347,427,1,0,0
"SIL1",2,665,799,363,769,1469,684,1400,2360,641,2175
"SIM1",0,15,117,96,4,0,0,0,0,373,0
"SIM2",0,0,80,21,12,0,0,2,0,0,0
"SIMC1",0,26,153,159,198,170,160,206,65,0,92
"SIN3A",0,434,458,400,1073,458,627,614,555,0,185
"SIN3B",3,619,523,659,535,463,649,964,236,1017,1088
"SINHCAF",0,770,1,561,748,211,555,595,307,0,152
"SIPA1",0,339,358,234,679,619,682,699,414,0,418
"SIPA1L1",4,639,266,578,845,158,598,627,0,0,228
"SIPA1L2",0,550,692,843,632,141,266,240,77,605,125
"SIPA1L3",2,721,347,449,410,56,414,548,0,1,104
"SIRPA",8,772,2945,1731,2337,2418,1471,1396,888,0,1278
"SIRPB1",297,535,0,22,240,98,388,127,48,545,5
"SIRPB2",2027,667,0,72,684,50,481,418,96,699,185
"SIRPD",0,65,13,0,246,0,117,61,62,0,0
"SIRPG",0,267,333,41,625,1196,1442,652,1623,652,768
"SIRT1",1,972,349,131,545,142,694,815,0,632,1
"SIRT2",0,13,1173,525,747,4412,570,774,5990,0,3826
"SIRT3",0,247,184,167,250,0,142,215,210,665,524
"SIRT4",0,0,0,0,2,0,1,5,2,0,0
"SIRT5",0,645,400,208,576,64,832,997,97,616,302
"SIRT6",0,612,441,484,406,107,500,509,263,498,163
"SIRT7",1,605,674,1112,1073,1355,1372,1408,746,1,1152
"SIT1",2660,757,136,158,1262,97,1324,1119,734,0,317
"SIVA1",1,279,489,1007,738,267,1036,1015,315,715,974
"SIX1",1,512,149,0,63,95,17,15,0,657,0
"SIX2",0,311,41,8,42,0,28,25,0,645,48
"SIX3",4007,412,0,6,0,0,68,6,0,717,103
"SIX4",0,452,0,48,0,0,8,9,0,0,0
"SIX5",0,1222,272,278,338,0,126,294,63,1369,344
"SIX6",96,307,0,0,0,0,2,0,0,0,0
"SKA1",0,247,104,171,166,193,171,117,325,0,169
"SKA2",1,627,489,498,620,864,505,450,605,360,1113
"SKA3",0,509,120,355,326,0,274,176,296,0,203
"SKAP1",0,520,275,20,692,2261,1026,1089,1749,643,734
"SKAP2",3,1085,739,920,2604,481,1793,2145,125,634,232
"SKI",3,301,1323,829,1271,242,1100,1312,274,0,267
"SKIDA1",0,456,130,16,452,0,4,5,408,17,267
"SKIL",67,618,1632,2447,2170,236,1739,1460,249,275,586
"SKIV2L",0,589,351,177,424,640,258,285,1150,0,525
"SKOR1",0,912,0,1,76,0,0,36,70,0,0
"SKOR2",0,343,115,0,0,0,0,3,65,677,0
"SKP1",16840,1065,12197,9941,8180,24378,12177,14024,33579,3949,39784
"SKP2",2127,491,2042,382,362,893,433,545,2745,313,3384
"SLA",23,494,258,246,1806,1232,3327,2738,1006,0,750
"SLA2",0,529,128,141,1442,194,1022,985,203,1346,321
"SLAIN1",0,0,0,33,302,84,201,155,64,0,0
"SLAIN2",433,841,1160,2083,1481,343,1645,1698,375,0,1226
"SLAMF1",1508,735,210,91,2834,229,2063,1406,339,0,0
"SLAMF6",0,218,221,79,1091,65,1002,1277,54,0,167
"SLAMF7",0,620,559,290,4324,2813,3738,3831,272,777,578
"SLAMF8",0,1330,249,267,4021,2245,3260,1974,68,1729,366
"SLAMF9",1240,412,0,55,54,0,2,0,0,0,0
"SLBP",2,15,885,724,718,561,1154,1261,845,0,577
"SLC10A1",2294,629,0,0,0,0,0,0,0,0,0
"SLC10A2",1918,926,79,0,52,35,2,0,114,1142,115
"SLC10A3",1,841,1324,354,423,1329,224,388,2029,0,2072
"SLC10A4",0,896,16,19,0,0,13,12,0,0,0
"SLC10A5",2107,818,23,43,19,0,21,41,22,1637,0
"SLC10A6",0,518,252,168,0,0,0,9,0,0,102
"SLC10A7",0,315,144,81,166,90,193,158,68,0,56
"SLC11A1",0,767,320,0,218,0,12,25,146,0,68
"SLC11A2",2,557,118,364,885,301,601,495,211,1910,140
"SLC12A1",4465,523,0,0,36,0,0,0,0,391,0
"SLC12A2",487,1164,173,736,471,144,733,759,34,0,92
"SLC12A3",0,47,36,0,214,207,18,91,45,0,0
"SLC12A4",2073,536,821,540,278,65,285,591,104,0,333
"SLC12A5",2,398,0,3,39,0,2,4,4,257,0
"SLC12A6",0,976,444,641,857,208,1266,1397,104,366,0
