"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ACACB",126.485211625053,0.652043023816223,0.503900565219423,1.29399145153229,0.195668373591217,NA
"ACAD10",129.438169581468,1.52124974506366,1.18502528609429,1.2837276663332,0.199237260538033,NA
"ACAD11",453.431818862285,-0.994018005844812,0.699125790488553,-1.42180136874966,0.155083922145156,0.481245990014675
"ACAD8",108.302079833275,0.99908744484445,0.626008478389008,1.59596471826633,0.110496670710322,NA
"ACAD9",491.173976463597,0.0808228988564128,1.31066596550147,0.0616655204176981,0.950829198411303,0.982738275276067
"ACADM",129.584753867434,1.32950316028203,1.73135565072338,0.767897202245275,0.442548259712072,NA
"ACADS",217.725773622521,0.356847759937457,0.682726687079527,0.522680256522461,0.601196779878715,0.847754627364204
"ACADVL",1672.37636944363,0.249370383025206,0.649923769028094,0.383691741876311,0.701206934040865,0.893587789896541
"ACAP1",2969.97708685089,0.272796212328464,0.874925447973975,0.311793665346191,0.755197338560392,0.91706940365865
"ACAP2",1804.34718464804,0.732566942706224,0.287509418520801,2.54797545929169,0.0108350092821221,0.106252994250488
"ACAP3",933.09391859968,-1.44061670274556,0.385577035372935,-3.73626168205837,0.000186776298485961,0.00583907747323486
"ACAT1",296.804982034294,0.11112221801439,1.34862069728227,0.0823969395088793,0.934331069694264,0.978255602903406
"ACAT2",239.879968310942,0.479779611498599,1.25871290550242,0.381166832723537,0.703079458359652,0.894035555300547
"ACBD3",383.113846934678,0.332673980679922,1.32676045082515,0.250741556603547,0.802013929250426,0.937366405975309
"ACBD4",231.876652018965,0.520990880680328,0.803944838298319,0.648043069451245,0.516957094050136,0.803224134851251
"ACBD5",550.626556965062,1.49641398009214,0.683494668194061,2.18935721041684,0.0285708871486656,0.190963564141498
"ACCS",748.476855099115,-0.800976346734517,0.690592824471349,-1.15983879118302,0.246114447245086,0.596436018437201
"ACD",115.480514924255,1.37605928589141,1.66161644420665,0.828144961305087,0.407588409298037,NA
"ACE",228.385088537138,0.325513017882384,0.673900462244183,0.483028334478923,0.629075617783381,0.862088471005413
"ACER3",785.703960258893,-0.809285674694119,0.643836782500222,-1.25697334587099,0.20876328738793,0.553022912142249
"ACIN1",1805.64338569769,0.29413427760299,0.46011829873123,0.639257943911515,0.522655142780539,0.808231492501882
"ACKR1",385.694122932507,1.02884122976924,1.62596268677579,0.632758204193105,0.526891554408555,0.810899674361372
"ACKR3",159.222040410321,-0.871181208963357,0.8606005304235,-1.01229452941965,0.311397249755817,NA
"ACLY",360.720289435418,0.406238307817333,0.545190312671094,0.745131192494997,0.456192413950599,0.768093136754086
"ACO1",145.457917086417,0.307426090173664,1.34139046420102,0.229184639654329,0.818725410661434,NA
"ACO2",2039.71524860159,-0.972363858815165,0.59390993617343,-1.6372244335229,0.10158358352549,0.392789856298563
"ACOT1",333.928939736762,1.66000812077925,1.25387476358098,1.3239026488087,0.18553537841454,0.524184911963183
"ACOT7",610.918329553758,-0.450711796535048,1.38622120655536,-0.325136994300519,0.745077391281506,0.913066761403636
"ACOT8",311.529042613751,-0.437942527854435,0.589205375421488,-0.743276531618797,0.457314277013741,0.768949836682203
"ACOT9",599.74876944468,-0.364985580602484,0.440150022998663,-0.829229947816209,0.406974301784029,0.734979403064162
"ACOX1",426.058884805946,-0.0217281523198139,0.801038193159907,-0.0271249891769848,0.978360043610163,0.992487921341359
"ACOX3",3525.76176142919,-1.43629491115901,1.00015475579682,-1.43607267058858,0.150981663783357,0.473516310179323
"ACP1",662.742354346639,-0.890060039807464,0.543021916680505,-1.63908677065634,0.101195189830258,0.39163160383826
"ACP2",724.515746327915,0.547516216991901,0.586697591213915,0.933217086947732,0.350707894188337,0.690810573716077
"ACP3",115.151524403519,-0.953635103165403,1.56409340173333,-0.609704703126157,0.542057438501509,NA
"ACP5",1184.00050795913,2.3461785562235,0.89173926672654,2.631014068536,0.00851305118571285,0.09141420128288
"ACSF2",130.707478559615,0.968879357711827,1.2498685761098,0.775184988430905,0.43823035725298,NA
"ACSL1",1689.03372449752,0.553742118803546,0.72920824201279,0.75937446520775,0.447628583921058,0.761391780020846
"ACSL3",314.665195724876,-0.314012041826755,0.672427821620786,-0.466982524711539,0.640512380914172,0.868912155092253
"ACSL4",880.46536643147,1.3129713482492,0.503858033737941,2.60583589093289,0.00916503619232,0.0963038844713863
"ACSL5",509.242818948656,0.845257902158644,0.461695864055958,1.83076775852642,0.0671352145921889,0.31549256494922
"ACSS1",272.268400676754,-0.160745088095739,0.623674507076991,-0.257738750376557,0.796608537701377,0.93525577317247
"ACSS2",264.004505268932,0.187900830093519,1.25883598370916,0.149265537786637,0.881344107452973,0.962304674865549
"ACTA2",1690.01082285605,-0.213187301055378,0.721409037906615,-0.295515151395947,0.767600379753669,0.920452250803638
"ACTB",106113.809919599,-0.0148755807943397,0.393950876447351,-0.0377599890841408,0.969879045690704,0.989177888339802
"ACTG1",36229.8593940863,-1.1591287865749,0.345105998631935,-3.35876163025246,0.000782925697177018,0.0170918135683966
"ACTL6A",553.681556769686,-1.04407436619824,0.761449293089451,-1.37116729330996,0.170322811360452,0.506721731233239
"ACTN1",473.193065966676,-1.19737220884906,1.26329299833217,-0.947818289525753,0.343221967960821,0.68363430290606
"ACTN4",99.8809154671233,-0.763367539479076,1.55315632662047,-0.491494337302217,NA,NA
"ACTR10",377.799861211729,-0.152838436141785,0.994417306498053,-0.153696476462203,0.877849063146966,0.961731511461
"ACTR1A",632.952421459781,0.455201924692569,0.591611740080678,0.769426794387976,0.441639987270763,0.758079853539534
"ACTR1B",741.749841849406,0.0640205144817281,0.694381422686269,0.0921979079366203,0.926540800191588,0.975795447914113
"ACTR2",6596.15098977431,0.505411012726818,0.356787010039621,1.41656225844851,0.156610949577847,0.484043371268657
"ACTR3",390.861394391169,1.5343820463037,1.29067529170961,1.1888211203542,0.234510065130778,0.583290193278598
"ACTR3B_ACTR3C",667.779560263904,0.487007725679713,0.606894157852192,0.802459076889519,0.422287451502653,0.746368518934922
"ACTR5",152.455485382765,-0.579432713943563,1.22696113084113,-0.472250260728584,0.636748168549992,NA
"ACTR6",468.549249677662,0.670308601051442,0.617689406576909,1.08518714084176,0.277838778389132,0.626316034131125
"ACTR8",568.823469813454,0.122390839211079,0.600425154747278,0.203840292571677,0.838478304906461,0.949652822305484
"ACVR1",520.403270853271,-0.369892446170134,0.407417364626832,-0.907895633041884,0.363933365060236,0.700226221381721
"ACVR1B",484.599322603764,-0.862445120169815,0.560961611289078,-1.53744053570428,0.124185466306109,0.433763498793446
"ACVR2A",109.776136219154,0.116569018731492,1.74351511046052,0.0668586225792459,0.946694253693703,NA
"ACVRL1",142.717217691195,2.3668452636615,1.65168875141778,1.43298503524338,0.151862113984732,NA
"ACY1",262.685939408143,-1.56399289526683,0.68258500669385,-2.29127929844539,0.0219472651298878,0.164810127244541
"ACYP1",243.769787570785,1.23214068009036,1.33818495851807,0.920755140944686,0.357178280341482,0.694454099472847
"ACYP2",451.523921221077,-0.532554625047675,0.50257820356951,-1.0596452875697,0.289306002278197,0.637774083991556
"ADA",655.697823494447,-0.0296075283471375,0.491406820900801,-0.0602505441272951,0.95195609040862,0.982738275276067
"ADA2",2475.36170072334,1.49899672081279,0.760136492933987,1.9720099413027,0.0486084716635005,0.259559228458765
"ADAL",128.814352156965,-0.150023813257677,0.655642553242675,-0.228819518372762,0.81900919575606,NA
"ADAM10",1161.92688646999,0.316735227410905,0.640832036272299,0.494256231716105,0.62112523151663,0.857626297251283
"ADAM12",83.6894992330865,0.884432391090679,1.99949057891248,0.44232886137014,0.658251248864869,NA
"ADAM15",577.796584527244,-1.06692017894198,0.576961319784397,-1.84920573070769,0.0644281115606279,0.307571605072436
"ADAM17",851.860225867297,-0.771990328965086,0.44431795413074,-1.73747273048059,0.0823037633068522,0.351035305908664
"ADAM19",650.523561545677,0.98157135290145,0.730335567403402,1.34400047965797,0.178948231796132,0.517418042477762
"ADAM23",348.32441964688,-1.68890147748926,0.927373667295722,-1.82116609199633,0.0685816131126943,0.318721929995526
"ADAM28",348.761283239392,5.50178459542143,1.56382518224821,3.51815833244984,0.000434553001781435,0.0109145847968807
"ADAM33",94.7564979718736,-0.351544962378987,1.84936308701174,-0.190089747571974,0.849238803860915,NA
"ADAM8",1364.3393053336,0.35410755374609,0.463690280681375,0.763672581676163,0.445062383981932,0.760074505410961
"ADAM9",2395.42438190813,-1.1894792478013,0.598283667227264,-1.98815263220192,0.0467948118876435,0.255286548020709
"ADAMDEC1",1487.92349528366,4.07656325625908,1.84040406650096,2.21503708368216,0.0267575192635502,0.182881591299946
"ADAMTS1",264.593372021138,-0.840961201190064,0.860261673735225,-0.977564416578785,0.328289803622244,0.674782503350471
"ADAMTS10",120.690686120815,1.02792062573251,1.75145603035511,0.586894907960721,0.55727428987086,NA
"ADAMTS14",174.295661017938,-0.649488325131887,0.727073084097393,-0.893291663984754,0.371701000924558,NA
"ADAMTS17",125.469404771817,0.549796885954579,1.80442323583215,0.304693973695715,0.760599239806045,NA
"ADAMTS2",2609.88340005468,-1.98395919988262,0.975072638406153,-2.0346783631685,0.0418832466838376,0.238992040624409
"ADAMTS4",675.293833490896,-0.178791193706207,0.737938986298407,-0.242284520842361,0.80855970709974,0.939596200891696
"ADAMTS9",162.842494026333,-0.0626794727125836,1.7665957476861,-0.0354803711005653,0.971696698112213,NA
"ADAMTSL3",129.585118439127,0.154265301860124,1.9080202060977,0.0808509791285853,0.935560465256358,NA
"ADAMTSL4",2065.09833467455,-1.84130259333862,1.06604687097199,-1.72722479984372,0.0841272985850673,0.356056775960611
"ADAP1",96.4828702579811,0.850393717596195,1.28179288200251,0.663440817573933,0.507048271359799,NA
"ADAP2",394.067997814445,0.744605893416413,0.819827377546158,0.908247167403836,0.363747648939169,0.700226221381721
"ADAR",1133.76381125744,1.89784196062991,0.528835545348253,3.58871860510081,0.000332307283293822,0.00910728075220979
"ADARB1",219.85508211937,-1.45049041142617,0.897464667963077,-1.61620893078527,0.106049148538567,0.399879930098718
"ADAT1",231.51829456983,0.231566337808295,0.510394776625665,0.453700446033621,0.650044445850448,0.874396068754584
"ADAT2",479.224531795018,0.5126698578825,0.625568507386809,0.819526321783811,0.412486190638196,0.739279553951549
"ADCK2",721.468103875721,0.495441470601635,0.836469955231743,0.592300377918981,0.553649462885671,0.823249354609373
"ADCK5",298.345012303082,-1.67744933104288,0.720028977955821,-2.32969697387068,0.0198221726046336,0.155347849497353
"ADCY3",3085.69963666773,-1.28931877283857,0.568570143889849,-2.26765120661761,0.023350474002477,0.169795218981392
"ADCY4",197.434507555719,-0.115430895416364,0.671479529316895,-0.171905308168953,0.863511973397335,0.956732632584002
"ADCY6",310.373179542307,-2.0116703120157,0.662393558433842,-3.0369714294506,0.00238968104732902,0.0382290215739413
"ADCY7",2447.8376712208,-0.217333351158784,0.869603863507131,-0.249922246529902,0.802647478794222,0.937609669146662
"ADCY9",165.970197995418,-2.25612036817244,1.34565146667531,-1.67660083167495,0.0936205640404336,NA
"ADD1",2228.20506156225,0.0499020780474544,0.320412402796889,0.155743278387034,0.876235382162479,0.961091209165112
"ADD3",1041.34739223935,0.827505591958969,0.725118994934466,1.1411997172047,0.253786822007333,0.603907925094205
"ADGRA2",211.421130911685,-0.680582509492327,1.28202791939561,-0.530864031271001,0.595513004506113,0.84623511407574
"ADGRE2",319.259532703672,0.207700420069385,0.552321490105502,0.376049861883359,0.706879827497799,0.895208961839619
"ADGRE5",3022.32501802781,0.750771780619063,0.487827202747566,1.53901171642443,0.123801435932588,0.433653006090267
"ADGRF5",118.203699543919,1.27653400019546,1.30055078314895,0.981533375501614,0.326329784116384,NA
"ADGRG1",716.92198889289,-2.7976043674443,0.680131042472337,-4.11333139166057,3.89989911151788e-05,0.00172771409885134
"ADGRG5",232.77577822305,-1.23648211690661,1.03520599421133,-1.19443098650972,0.232309421815846,0.580164197044349
"ADGRL2",165.926103315031,-1.98610709421048,1.71391322457412,-1.15881426535115,0.246531901447858,NA
"ADGRL4",179.489633098426,-0.543795128655536,1.25206380539021,-0.434319022971883,0.664056791769889,0.879240665135402
"ADH5",309.087438864997,-0.455317555987175,0.46535361672289,-0.978433474297695,0.327859979021456,0.674542257888719
"ADI1",277.478928089695,-0.414001557829566,0.58597737287494,-0.706514580585902,0.479868188603144,0.781232383957815
"ADIPOR1",918.433904141856,0.213841921789985,0.426097704201332,0.501861239057379,0.615765132359408,0.855316546625861
"ADIPOR2",427.012862016064,-1.24811007165534,0.560432320894562,-2.22704869994491,0.0259440191959583,0.180380499393982
"ADIRF",1102.53916772267,-3.71253042784077,1.1642844087522,-3.18868001661176,0.00142923988696009,0.026056357255848
"ADK",2121.62108258705,-1.67622933544712,0.51341759365108,-3.26484591914138,0.00109523637208017,0.0216868074754914
"ADM",314.861358449738,-1.20950267605166,1.80138206144281,-0.671430398881023,0.501946384809351,0.795319793040841
"ADNP",734.933264141381,0.787861716911622,1.38209454464977,0.570049075124069,0.568644413422706,0.830051607608278
"ADNP2",190.679224453149,-0.8602347002295,1.31140761547875,-0.655962867743037,0.511848016105056,0.80036397835796
"ADO",520.608738074622,0.918919201450727,0.751885928640777,1.22215241228401,0.221649995862832,0.568366409805218
"ADORA2A",166.752326938118,1.52660782795958,1.27051410329562,1.20156700661542,0.229531330858984,NA
"ADORA2B",862.444753210723,-2.51279143132263,0.96541512612121,-2.60280926135722,0.00924633795863945,0.0968120135906952
"ADPGK",1744.72791836049,-0.163565205281899,0.769743601655447,-0.212493101508253,0.831722359103744,0.946915565072087
"ADPRH",224.694616783362,0.748489227586023,1.33272923967289,0.561621374623501,0.574374014129769,0.832568714633216
"ADRA2A",221.329556345327,1.33255823667327,1.30206807462617,1.02341671886538,0.30611085782081,0.654699981210155
"ADRB2",256.34005825545,-0.786599889728215,0.962739403396536,-0.817043414815159,0.41390361803787,0.740607732214707
"ADRM1",676.990235698029,0.240106257014897,0.553614122519045,0.433706885804087,0.664501305703061,0.879240665135402
"ADSL",153.01612028456,0.587082395360947,1.74778812763134,0.335900207856762,0.73694612030772,NA
"ADSS2",4949.61645963587,-2.55446406953192,0.97367318163545,-2.62353335565971,0.00870229234976892,0.0928748554847379
"AEBP1",1712.00299097433,-1.95184910333711,0.587917897880118,-3.31993482487092,0.000900384658189639,0.0191734085666663
"AEBP2",1037.92158085471,-0.138255171110248,0.567647253749983,-0.243558248889444,0.807572967145685,0.939504259482233
"AFAP1",104.586940989043,0.277145874117571,1.75270405519713,0.158124740623367,0.874358505661948,NA
"AFAP1L1",667.784697221916,-2.41191667764842,0.829014864463208,-2.90937687734966,0.00362150001185525,0.0508394014403119
"AFAP1L2",520.057178179164,-2.73347579349544,0.566584098133263,-4.82448378361037,1.40366336654483e-06,0.000135985672961091
"AFDN",769.343469983533,-2.06796655952642,0.814515910206129,-2.53889031953112,0.0111204679903689,0.107771949674211
"AFF1",305.057549335834,0.928798152838267,0.768872471888136,1.2080002689619,0.227047158890948,0.572859090183879
"AFF4",2870.24686938281,-0.995848564787398,0.47953426419639,-2.07669949603341,0.0378293031533983,0.226564630842636
"AFG3L2",350.788844815838,-0.208273969165825,0.965471691953617,-0.215722502173405,0.829204059974925,0.94618987739308
"AFMID",419.302925237714,-0.179434826667092,0.94444410517265,-0.189989884720907,0.849317056991524,0.952739429245104
"AFTPH",484.325969323429,0.873548868314164,1.39243362845144,0.627354044361641,0.53042718458023,0.81297740946789
"AGA",263.085770118143,0.412894382428807,0.506641197974089,0.814964089142083,0.415092866033656,0.741381423612785
"AGAP_Family",782.791027169556,0.0465790212495582,0.605534560061731,0.0769221516354239,0.938685475298523,0.97942926983216
"AGAP1",327.570128570195,-0.103380410817199,0.683338576854601,-0.15128724517948,0.87974913034725,0.962020521526679
"AGAP2",229.622098383649,0.890549125656559,1.26620514701374,0.703321359699777,0.481855502349993,0.782514076810409
"AGAP3",1030.63540002943,-0.869744350451597,0.37731271587272,-2.3051021443576,0.0211608534337698,0.161100245139995
"AGBL5",168.408039454055,-0.267959709210408,0.785907502492691,-0.340955784695413,0.733136868063568,NA
"AGER",274.56744485894,0.48235184578427,0.976829213728459,0.493793427761216,0.621452075164428,0.857626297251283
"AGFG1",497.633686413088,0.441676187436079,0.754004114208762,0.585774240634702,0.558027236321186,0.824324416120572
"AGFG2",176.741593459689,2.125271499723,1.64666732492292,1.29065019239541,0.196825003040843,NA
"AGK",246.828829155319,0.0262639659612219,0.481166323551696,0.0545839654100401,0.956469913461756,0.984259322795732
"AGO1",297.650179032826,1.48936648374273,1.16377755433857,1.27976904021766,0.200626375284362,0.544389696678036
"AGO2",361.005025151808,-0.78228528792465,1.76638959118262,-0.442872451145334,0.657857994815267,0.876827940601221
"AGO3",440.459422383636,0.194653705560579,0.536936722663866,0.362526341269521,0.716958742845946,0.899488868212589
"AGO4",298.73642472144,0.475649784732163,0.569136110129595,0.835739950894796,0.403301214835269,0.73203695902568
"AGPAT1",709.333109027513,-0.365507548571396,0.690469393870734,-0.52936097069036,0.59655506746663,0.846408928206013
"AGPAT2",208.307047341098,0.41451411664676,1.79074496774126,0.231475795891586,NA,NA
"AGPAT3",368.938586551387,-0.0471929067972679,0.397599265402571,-0.118694652892492,0.905517272974187,0.969403798244133
"AGPAT4",1997.95175134071,-3.38264206384434,1.05493816447281,-3.20648373313404,0.00134367901657268,0.0249912958019087
"AGPAT5",242.610642064503,0.512223657161301,1.22072556922723,0.419605904941894,0.67477337394504,0.884363976906086
"AGPS",913.599372273233,0.0957643963500755,0.54191655232103,0.176714285511148,0.859732819260961,0.956150439586809
"AGRN",475.384326784333,-2.45578459347425,1.2726458587808,-1.92966847495728,0.0536479284582045,0.274259865334749
"AGTPBP1",1357.46621207347,-0.251093244006943,0.817530144901601,-0.307136373591661,0.758739572702414,0.917684742111914
"AGTRAP",588.143189791336,-0.487916950588522,0.556182136900346,-0.877261095273084,0.380344838441228,0.713928391907587
"AHCTF1",335.074449106708,-0.157256812735723,0.721776517714255,-0.217874659089394,0.827526771968537,0.946098328818055
"AHCY",146.738303663749,-0.0557072974933303,1.35435135654003,-0.0411320867545375,0.967190594709888,NA
"AHCYL1",232.820021932607,1.20298091076996,1.20521843540266,0.998143469625944,0.318209793863552,0.665876463968924
"AHCYL2",187.943053579901,0.700126045367742,0.666587348454524,1.05031403159837,0.293573756042917,0.64269834449326
"AHDC1",147.667014799513,-2.10968154563758,1.7432253342114,-1.21021735069721,0.226195501977973,NA
"AHI1",211.060906534197,1.96717296782006,1.25931017377506,1.56210360940945,0.118263582740055,0.424119496248344
"AHNAK",8788.73107575348,-2.65352423324819,0.674523445907809,-3.93392438668597,8.3570082818147e-05,0.00316203369152268
"AHNAK2",1108.00922775389,-7.25485050939387,1.35870844669062,-5.33951969391547,9.31931464537638e-08,1.44138733181821e-05
"AHR",471.375114649473,0.303761374552986,0.672395419501841,0.451760029504714,0.65144186747824,0.874664821082475
"AHSA1",344.786657759635,-0.961637890761368,0.546936905577488,-1.75822454282183,0.078709310840762,0.343175709382867
"AIDA",250.88769428894,0.734766514803091,1.55914655095951,0.471261995449311,0.637453651678321,0.867771566779026
"AIF1",1827.42618769914,1.33584595303028,1.06986082175782,1.24861657316831,NA,NA
"AIFM1",131.409299738411,0.780458180923761,0.672128670971397,1.16117376721305,0.245571240563427,NA
"AIM2",433.334508912211,0.0557210833961181,0.754994034511346,0.0738033426081074,0.94116686726487,0.979497946146511
"AIMP1",535.701533521291,-0.155706451662299,0.713779711339077,-0.218143566129371,0.827317253812037,0.946098328818055
"AIMP2",218.470147876567,-0.952008776800879,0.621392153925338,-1.53205792958124,0.125508140175649,0.436008522083429
"AIP",426.966893187725,1.77354343211688,0.59618110683326,2.97484004741013,0.00293141355768686,0.0437811276203036
"AJUBA",699.036728576448,-4.22094914516779,0.939515980904395,-4.49268477701106,7.0330849404322e-06,0.000466113716401238
"AK1",184.273002296756,-0.524115930601116,0.659025667758339,-0.795289100626209,0.426445352219694,0.747913977714115
