"","x"
"1116",6.83686405081538
"3604",5.72629309824406
"10863",5.50099713133078
"149233",5.45748679987486
"6696",5.03120436285567
"387357",4.79641155474371
"1593",4.65461313765577
"4068",4.35250210557054
"10320",4.31448474788668
"22806",4.24120707839974
"6363",4.14512736022026
"27299",4.0771963000208
"4332",4.00232708142515
"4354",3.92917068385251
"10537",3.88374356528077
"4069",3.84770433819306
"2123",3.8427429316796
"115352",3.8116245182515
"3820",3.7857341077952
"9034",3.76842268319992
"1796",3.76466249052415
"640",3.75580046054365
"83938",3.73764859533033
"79368",3.72885140049945
"719",3.71753952302847
"2209",3.69938307306706
"5918",3.68390112774473
"6366",3.66534776090128
"91526",3.66117519928102
"2357",3.62187647371092
"55340",3.54506556932002
"3101",3.51058464374019
"1545",3.49966179026413
"10461",3.47674839538459
"6248",3.45801338174825
"10875",3.43383819448582
"931",3.42526339760487
"3002",3.38159085257124
"51752",3.34477893863974
"1675",3.32326445119176
"2517",3.28857308533876
"7941",3.27602539143691
"140564",3.27022918929433
"23598",3.24442437219402
"3936",3.22209072578312
"83641",3.19615211143331
"54020",3.17386615528067
"56833",3.16770091371811
"9753",3.16723461879665
"55655",3.16306977548342
"1380",3.1483999974997
"665",3.1393485226299
"9672",3.12874454543394
"54893",3.10339505980007
"10623",3.0976229506859
"79370",3.09324883386938
"115677",3.0698478801199
"59307",3.06685456337997
"4283",3.06463577081278
"29121",3.05757881138853
"4481",3.0550379972056
"3117",3.0361044510293
"1536",3.03387183598867
"7544",3.03284400253423
"5190",3.02565230292267
"83416",3.01017007178401
"9404",3.00666589647205
"160364",2.99346311315293
"54557",2.98925514192883
"2672",2.98631124636749
"3001",2.97740009659972
"3708",2.96230080766388
"23225",2.95979569274024
"9938",2.95938903327182
"9750",2.9586291675801
"55843",2.95142373277815
"5730",2.93609201374547
"915",2.92411255076993
"10261",2.9234486104331
"3988",2.92297011888913
"963",2.91856617488466
"286336",2.91360643797496
"130916",2.91319869899369
"115362",2.90743960400897
"11182",2.89900108917178
"1519",2.89646466940917
"5641",2.88639620821869
"5771",2.87930865875593
"10326",2.86974570476982
"10563",2.85471441800534
"3695",2.85333482708388
"8556",2.84599679188808
"3105",2.84342435324956
"23315",2.84240840821904
"1512",2.83682410939113
"81552",2.83398995555769
"285195",2.80994733706442
"151888",2.80952473972022
"84824",2.80076916148896
"51316",2.78790939973319
"8284",2.78651201016828
"947",2.77517379773347
"51176",2.76803820966838
"6932",2.76754983858416
"567",2.76482461364124
"50485",2.75845922866301
"1230",2.75283144245945
"81605",2.74386706905632
"9047",2.73774507635675
"3718",2.73530785869392
"1236",2.73448037463839
"695",2.73234857191402
"1356",2.73160582953098
"203100",2.72931313655259
"3902",2.72472301746542
"952",2.72446589366016
"5226",2.71005684551763
"259292",2.68817426440583
"313",2.68194951103578
"9397",2.67681781321929
"85313",2.67114469397978
"6504",2.6692007285757
"5660",2.66705220235037
"1240",2.66330406162245
"7805",2.6614931135515
"348378",2.65639268780589
"5788",2.65358823074964
"79600",2.65249458343214
"10982",2.64875778688348
"1379",2.64508632512631
"864",2.64259527971249
"3109",2.64049890842294
"58480",2.63637242192485
"10347",2.63467594050981
"57107",2.63435768512356
"57823",2.63245813991947
"940",2.63162155595764
"120892",2.62324823497847
"23312",2.61836214502579
"27314",2.61648105349636
"23585",2.61108665254789
"10007",2.60453531431833
"126017",2.60129207931982
"10219",2.59628143173401
"10673",2.59257652228371
"55016",2.58916295434751
"7099",2.58276454976949
"27341",2.58162281249731
"353088",2.57936155877609
"54981",2.57754002874029
"6948",2.57224579238314
"747",2.56874336139886
"10791",2.56462162705606
"84314",2.55814810657639
"972",2.55470762024274
"2811",2.55462250748287
"10449",2.55168515455723
"427",2.54774983242779
"169355",2.54746812575092
"3738",2.54204073346279
"79161",2.54200833506688
"140700",2.53874038748703
"9236",2.53716527847056
"3004",2.53316955994441
"56160",2.52745897082259
"4242",2.52544177699906
"10302",2.52300529154828
"4863",2.52101226751293
"23048",2.51979834624723
"51365",2.51691995129261
"84636",2.51318200221652
"2124",2.50325631744645
"9854",2.50158092222134
"118788",2.4996389016377
"63892",2.49389349713925
"9459",2.49005256697243
"9214",2.48571978556992
"25981",2.47941206567395
"643",2.46610798741135
"165631",2.45069734638243
"6003",2.44417767946471
"51311",2.44213737037525
"4063",2.43971254931466
"81622",2.43860755552034
"106707243",2.43380355913849
"168455",2.42904784986452
"93129",2.42850489447119
"3125",2.42628158826501
"167153",2.42561279131214
"1117",2.42401583758625
"54432",2.42330481342289
"1997",2.41695703567229
"64759",2.41652461797212
"9666",2.4158371233373
"128346",2.41456753662003
"339318",2.41170267083714
"57559",2.4112611225007
"1520",2.41060828610734
"3119",2.40957148502352
"126364",2.40705356433209
"441168",2.4049118685698
"968",2.40165826071878
"79891",2.40146991279882
"6817",2.40049814430979
"2999",2.39653775073836
"2313",2.3964832187622
"55972",2.38722116947021
"134359",2.38625300004202
"710",2.38470808235455
"967",2.38328542651994
"971",2.38036078841859
"80183",2.38023006878002
"7644",2.37987362500448
"57639",2.37890509319643
"597",2.37585298821085
"925",2.37021120274669
"11320",2.37010305343349
"3176",2.36975280678761
"94",2.36689794672736
"3561",2.36653643234859
"63916",2.36496945562495
"29926",2.36158266158183
"5552",2.35947791434652
"163049",2.35012462754864
"9530",2.34984548360469
"1378",2.34810740350778
"54",2.34639581989105
"10723",2.34195193656738
"7305",2.33629535336272
"4345",2.33563413270666
"79184",2.33532210512051
"158358",2.33402488030181
"64747",2.33113486949341
"27334",2.32931219568614
"219285",2.32759418824015
"26061",2.3271186134114
"102723407",2.3204972206225
"2833",2.3182323321774
"255403",2.31360801649554
"85403",2.30745608790583
