"","pacient_10","pacient_11","pacient_5","pacient_6","pacient_4","pacient_1","pacient_2","pacient_3","pacient_7","pacient_9","pacient_8"
"CLGN",0,8.55395160347633,0,0,0,0,0.0288491356270112,0.204158644847777,0,0,0
"CLHC1",0,3.84523586018212,0,0.31681676180894,1.31821765001192,0.49018458110625,0.424055759588055,1.20037772135305,0.395715141452985,0,0.639986742946408
"CLIC1",0.20376634359328,64.181706661635,488.608723890202,321.789586526496,336.642656354346,385.059794435826,185.891463372115,239.447955031073,401.930017801598,155.274164273105,421.798334433789
"CLIC2",0,5.49241629866634,0,0.6999464458503,4.68379295719278,3.85521962200917,2.84491985286566,8.38183470910121,0.812690002034095,0,3.25303270720194
"CLIC3",0.381833176912959,118.15010568032,24.0138023324354,6.46737237303583,22.1468183581052,0,0,0,0,0,0
"CLIC4",0.0151283725679338,2.12265992093669,17.3967390430457,8.25208307372121,5.73182903270276,6.2307083220557,3.65267339105511,4.94059394632218,4.28162972531167,5.01782552866905,24.502734986374
"CLIC5",0,0.392219923597633,0,0.0519810622168967,0.357921086013292,0.110585794802324,0.0935411761641812,0.0722148238277925,0.287889606381937,0,0
"CLIC6",0,4.76851571361424,0,0.655379698820278,1.4220649270089,1.1815088227554,1.12576378797816,0.379369968857891,0,0,1.07921647481288
"CLINT1",0.00509790623381788,3.88376112774495,1.23791667564476,9.215554273509,6.60045579215677,0,13.2448023739964,10.1491279960397,0.87283339716848,0.0102014440361949,1.81402060521777
"CLIP1",0,2.28096111040242,6.008156722606,2.97546083111826,3.67568405256881,1.79048623217014,3.75450907285423,2.82987673741554,0.938547654815411,0,0.0084656189434842
"CLIP2",0.00321121544499777,0.0411162166381961,5.67720695674862,2.39318530074579,4.38599662420564,8.92224444097538,0.873614254683397,2.8164109744856,27.030516134581,4.57529652395202,15.1952782611163
"CLIP3",0,25.1745008834489,0,1.850401169437,17.2005287432993,0,12.350685091871,10.4540765611238,3.25182623705752,11.9437084918452,0
"CLIP4",0,1.54899763157103,0.928636787822721,7.29882848182799,3.38841074343661,0.7467448626822,3.99490208807331,4.02564343687957,1.45013832030344,4.40897252412033,1.86894453925858
"CLK1",73.3209911928342,34.382936964063,43.1441266866916,69.6925278971349,252.313576392328,50.7668754300511,210.837790685931,235.210602670147,108.409692427251,53.2664025308431,159.957153598808
"CLK2",0,15.3337722985845,3.3055761387718,7.37610041788635,12.1893401612935,0,21.2134196077264,20.5970054609937,2.33324724778643,0,2.37656849212801
"CLK3",0.0239286682040351,0.017021182349319,2.35487981690963,2.59144054555599,7.14839883662333,14.2233564627119,5.67800725211744,7.10933138934332,4.41479013729272,0,4.21640956810459
"CLK4",0,10.656232058907,0,5.54518688542516,23.5454084642208,10.8600673663744,26.5469104053339,30.6810155880815,20.3724178169397,0,5.51958551982985
"CLMN",0,0,1.0660772011348,0.28398264613343,0.385665640866624,0.184153189202563,0.614880031781203,0.471881190786937,0.124097943475385,0,0
"CLMP",0,2.31835085295341,1.85618002332097,1.51656415715331,0.932562154326881,0.581280969089402,1.07810482632107,1.1534694209891,1.60790251282217,1.55881882603358,5.44799604617372
"CLN3",0.0348673605455367,0.0744066109519151,10.9946408834029,6.01310262989541,6.91513920094252,13.9553704969138,8.51077995297766,13.9228637173168,6.69027466396412,0,6.23336274088114
"CLN5",0.013137538650237,13.5410888824725,2.59344606167996,4.43016235745389,6.95627001441369,1.36149571956878,6.94960008395093,5.56444589805831,0,7.59769154221256,0
"CLN6",0.00745129360151935,4.64308868418125,6.26125688565383,4.1419075325214,6.1760583624292,8.21468888755346,4.58356978666629,7.41717570207794,4.58616054730395,0,0.0382419446471172
"CLN8",0,10.78816600007,1.76207626234113,0.935606787709782,2.02361473989257,14.9608180236857,2.497919909624,3.34480355158914,7.83835264457569,15.0772916663342,6.71508320872788
"CLNK",0,1.30020594960863,0,0,0.434108486226745,0,0.327863279305508,0.688665947375589,0.111367556136343,0,0.277525353363089
"CLNS1A",0,2.83383941175076,8.6889490361704,3.74718034829161,1.88625445347663,4.89249361048856,2.9553511208232,3.14475147708018,3.29969560400241,0,4.56443933422492
"CLOCK",0,0,0,2.1351627742059,1.44136161412872,0.387662908049979,0.731862276222348,1.01342306845331,0.301665578599663,0,0.586333103057718
"CLP1",0,13.7204767824047,0.430166086966928,6.82472922652607,8.08801532728365,0,2.60511681322011,3.35551209894218,0,22.0639743542696,0
"CLPB",0.0150496301923665,3.99306019074988,0.630989074928087,0.888308739839355,1.82557705349104,0.219606372375355,0.530738235589837,0.643870535015584,0.218427901027692,0,0.399065849550833
"CLPP",0,32.4509515615345,8.85520255909778,23.9442817655649,39.4629188069703,5.52635143396655,62.3925697501414,44.1690904077235,1.58508754831784,0,16.8288423822558
"CLPS",0,265.726483702988,0,0,12.1528934149391,0,0,0,0,208.28357392469,0
"CLPSL1",0.0295667283007823,28.0142301231639,0.826433708589222,0,3.26385811515039,0,0,0.042165255726884,0,70.9401760254888,2.3267415201945
"CLPSL2",0,66.1393774308007,0,0,0,0,0,0,0,0,0
"CLPTM1",0.0193103784381618,6.73753436465725,4.58790549257891,8.68230738826566,12.5370757174868,2.46701111863805,18.6495950375478,17.4732576027561,4.85955711940167,0,5.59947777532239
"CLPTM1L",0.0139625564692052,0,18.1721362799659,8.75025829277161,14.0808767370226,3.71728184797425,10.6147724918082,16.7062267450095,2.86458204633156,0,8.55135639462216
"CLPX",0,4.96890967750465,2.58856321777952,7.76047307791924,7.33638748821648,6.03358948605151,13.5741341824542,11.2843824323563,7.02231315676346,0,7.19084229007536
"CLRN1",0,8.16298239838316,0,0.136114271230459,0,0,0,0,0,0,0.921109574074749
"CLRN2",0,49.7619248730672,0,0,1.8765396780683,0,0,0,0,9.72150023012315,0
"CLRN3",0,21.9464023659219,0,0,0,0,0.187271011533751,0,0,0,0
"CLSPN",0,0.0160476637607708,1.95744876327607,1.11160916554957,1.85724537314885,0,1.02291521171369,0.78287728663584,2.39747804567017,0,0.681839680910904
"CLSTN1",0.00787301465157483,3.01576824461073,5.41215923930481,3.84292441821608,2.78406168070444,2.43366862279459,1.28511673129769,1.90871659411108,1.18528490698855,0,5.35383805499694
"CLSTN2",0.000582668205163872,0.450113814507382,0,0,0,0,0,0.0324068930239521,0.0215002174257048,0,0
"CLSTN3",33.0094370194114,12.8051215563019,11.7120918135499,15.957503612541,21.8078462899963,13.6022156916679,18.31243740301,24.3950260899585,3.53135632023139,0.0256028445702047,8.14232417208479
"CLTA",0.00656917293613694,1.8154024395226,6.1913722142647,4.0308862414933,5.9119637212618,13.9914018557065,5.54512876056408,6.36577998275676,3.2869410561134,3.94368081708901,5.98435494819329
"CLTB",0.0155668738403653,0.631171612695861,28.3913912258846,148.827979800527,27.9024863151133,2.14173833864828,28.1861647761315,19.8911953958558,6.73209985287501,0,25.3793996169482
"CLTC",0.00968467605400643,4.2160690704005,15.8613863819477,20.8027536979076,21.3092620012633,16.9151613394786,19.0432100454562,22.0084082967543,7.86193249999296,0,16.5597941760656
"CLTCL1",0,3.00215952431777,0,0.128330649676423,0.31187090208751,0.190613265471604,0.0201542488759306,0.0713134735063313,0.433005146460065,0,0
"CLTRN",0,0.033485627069902,0,0.314102113215981,0,0,0.0474322518414834,0.0223778033496643,0,0.0157002221483788,0
"CLU",12.5412541174898,23.52981141189,31.4668480206336,2.04125273019294,52.5202187952577,389.368693466859,510.220676537626,327.094072632623,411.645334157432,60.8881542697715,20.8430038868066
"CLUAP1",0.00982865395499843,6.35519856763484,0,0.544826303560488,0.0183895047676585,0,1.32209241647514,0.588701040453263,0,0,0
"CLUH",0,16.6039165866822,18.1702867242628,11.8568619798337,5.11325722118099,4.88310352136948,4.42203199636597,3.59934810359035,8.63685515926693,0,19.7462309388625
"CLUL1",0,9.78967052212561,0,0.0540044318358632,0,0,0,0,0,9.20813172899511,0
"CLVS1",0,0.952157941244749,0,0,0.0929327253785675,0,0,0,0.108103921519011,0,0
"CLVS2",0,10.1729758575437,0.0340961827353801,0,0,0,0,0,0,0.273393911384193,0
"CLYBL",0,0,0,0.0437670792803376,0.0994266148060195,0.348890846604479,0.261495371962316,0.252026213337826,0.284553760799219,0,1.0042430988044
"CMA1",0,144.514502604343,0,7.32102029989633,0,8.95462190128025,0.776866009384515,45.8141720878643,0,0,0
"CMAS",0,20.4804349619264,2.183958117142,34.3530806746558,8.52845797938362,2.98978329927614,9.99959439053161,9.46273639933225,0,0,1.97416963223024
"CMBL",0,5.88420684740016,0,0,0.524651244648049,0,0.070635208396906,0.166622998245057,0,0,0
"CMC1",0,2.30314453966544,0,0,0.485976963065524,0,0.304580416805533,0.223527629631879,1.53349091694298,0,0
"CMC2",0,9.64374487529949,0.0121457594198297,0.214107273658798,1.1447181421214,0,1.15587362103809,0.892347235018207,0,0,1.29644303932382
"CMC4",0,64.8796554312478,15.9407717816508,21.0754741729904,22.444628314259,24.8779237013496,27.1663037479704,27.6525366727313,0,0,11.5731631117713
"CMIP",0.00700863282390787,0.023930167706375,6.48679289014513,2.19505687711601,2.98981381468828,4.61847397436165,2.29016493355901,3.1204532121055,4.10267902440506,0,5.61133502484395
"CMKLR1",0,9.06413663652067,1.45345178238692,0.112375730724395,15.1022662886667,13.992167958552,11.3171254784693,11.5527521091448,1.57269818772135,0,2.72178952908887
"CMPK1",0.00612673576158721,7.60929788729328,1.38071368771261,12.6508425050105,27.4657809996111,2.73680237994026,15.788151900721,18.9775628874411,2.96609131164721,0.0122602396218609,5.15681190304387
"CMPK2",0.0143562828841243,20.5875056647059,0,10.212815916906,34.6503564516953,12.3384715407832,3.08111646215744,5.52786259924995,5.65763325243342,19.3629583858653,1.59640250892234
"CMSS1",0,0.72634691004713,0,0.60010103983366,0.115438556536522,0.137803164778767,0.200489263862704,0.256633392555277,0.0470507840597203,0,0.212860979500738
"CMTM1",0,34.7759824661373,7.28395221407396,2.93879201736562,11.3720905274214,5.40387728882449,20.2809332908185,16.3308973498888,12.61155056911,25.3832676320263,17.6816860435818
"CMTM2",0,13.0269142197776,0.74057897756211,2.28463157868038,0,0,0.64071423454393,0.483646517711063,0.813413704471088,27.146034490351,0
"CMTM3",0.0373524169868936,19.3694564726329,21.7293988963393,9.48995546851933,22.3637524620258,60.2004207729378,21.1138812245099,22.3727550530412,35.8906414826962,75.1198270234079,42.366176904534
"CMTM4",0,0,2.31209528146649,0.302171107511096,0,0,0.0275905726016576,0.0325420143475323,0.417634311841546,0,0
"CMTM5",0,108.370263999844,0,2.3055048381855,10.5053801761064,0,0,0.533821416951761,0,0,24.5475497495678
"CMTM6",0.0173721686803482,0.185360201656442,7.10157478447602,17.9756594495926,17.2268509527658,9.09485831978994,49.6242098250855,38.0536852308461,5.10256607065171,0,3.29886128480234
"CMTM7",0,3.90661703296491,2.01044387967292,1.65220403031133,5.80059752995349,0.665911533947315,7.16163175957425,4.33367399826798,1.31776776984775,5.6548327403156,0
