"group","N","Observed","Expected","O.E.2.E","Chisq","p_value"
"OMA1_mRNA_expression=High",2,1,0.166666666666667,4.16666666666667,5,0.0253473186774682
"OMA1_mRNA_expression=Low",6,3,3.83333333333333,0.181159420289855,5,0.0253473186774682
