"group","N","Observed","Expected","O.E.2.E","Chisq","p_value"
"RPS4Y1_mRNA_expression=High",123,45,65.044614949545,6.17709227408276,11.0835140570246,0.000870985886523804
"RPS4Y1_mRNA_expression=Low",190,105,84.955385050455,4.72938340797235,11.0835140570246,0.000870985886523804
