"group","N","Observed","Expected","O.E.2.E","Chisq","p_value"
"EIF1AY_mRNA_expression=High",96,36,47.5044280290569,2.78609531294208,4.16408424200631,0.0412897275826966
"EIF1AY_mRNA_expression=Low",217,114,102.495571970943,1.2912934844958,4.16408424200631,0.0412897275826966
