"group","N","Observed","Expected","O.E.2.E","Chisq","p_value"
"ZFY_mRNA_expression=High",108,37,58.2383561690109,7.74520097120773,12.8783130102073,0.000332411745390482
"ZFY_mRNA_expression=Low",205,113,91.7616438309891,4.91564616685119,12.8783130102073,0.000332411745390482
