"","cell_type","TCGA-4P-AA8J","TCGA-BA-4074","TCGA-BA-4075","TCGA-BA-4076","TCGA-BA-4077","TCGA-BA-4078","TCGA-BA-5151","TCGA-BA-5152","TCGA-BA-5153","TCGA-BA-5555","TCGA-BA-5556","TCGA-BA-5557","TCGA-BA-5558","TCGA-BA-5559","TCGA-BA-6868","TCGA-BA-6869","TCGA-BA-6870","TCGA-BA-6871","TCGA-BA-6872","TCGA-BA-6873","TCGA-BA-7269","TCGA-BA-A4IF","TCGA-BA-A4IG","TCGA-BA-A4IH","TCGA-BA-A4II","TCGA-BA-A6D8","TCGA-BA-A6DA","TCGA-BA-A6DB","TCGA-BA-A6DD","TCGA-BA-A6DE","TCGA-BA-A6DG","TCGA-BA-A6DI","TCGA-BA-A6DJ","TCGA-BA-A6DL","TCGA-BA-A8YP","TCGA-BB-4217","TCGA-BB-4223","TCGA-BB-4224","TCGA-BB-4225","TCGA-BB-4227","TCGA-BB-4228","TCGA-BB-8596","TCGA-BB-8601","TCGA-BB-A5HU","TCGA-BB-A5HY","TCGA-BB-A5HZ","TCGA-BB-A6UM","TCGA-BB-A6UO","TCGA-C9-A47Z","TCGA-C9-A480","TCGA-CN-4722","TCGA-CN-4723","TCGA-CN-4725","TCGA-CN-4726","TCGA-CN-4727","TCGA-CN-4728","TCGA-CN-4729","TCGA-CN-4730","TCGA-CN-4731","TCGA-CN-4733","TCGA-CN-4734","TCGA-CN-4735","TCGA-CN-4736","TCGA-CN-4737","TCGA-CN-4738","TCGA-CN-4739","TCGA-CN-4740","TCGA-CN-4741","TCGA-CN-4742","TCGA-CN-5355","TCGA-CN-5356","TCGA-CN-5358","TCGA-CN-5359","TCGA-CN-5360","TCGA-CN-5361","TCGA-CN-5363","TCGA-CN-5364","TCGA-CN-5365","TCGA-CN-5366","TCGA-CN-5367","TCGA-CN-5369","TCGA-CN-5370","TCGA-CN-5373","TCGA-CN-5374","TCGA-CN-6010","TCGA-CN-6011","TCGA-CN-6012","TCGA-CN-6013","TCGA-CN-6016","TCGA-CN-6017","TCGA-CN-6018","TCGA-CN-6019","TCGA-CN-6020","TCGA-CN-6021","TCGA-CN-6022","TCGA-CN-6023","TCGA-CN-6024","TCGA-CN-6988","TCGA-CN-6989","TCGA-CN-6992","TCGA-CN-6994","TCGA-CN-6995","TCGA-CN-6996","TCGA-CN-6997","TCGA-CN-6998","TCGA-CN-A497","TCGA-CN-A498","TCGA-CN-A499","TCGA-CN-A49A","TCGA-CN-A49B","TCGA-CN-A49C","TCGA-CN-A63T","TCGA-CN-A63U","TCGA-CN-A63V","TCGA-CN-A63W","TCGA-CN-A641","TCGA-CN-A642","TCGA-CN-A6UY","TCGA-CN-A6V1","TCGA-CN-A6V3","TCGA-CN-A6V6","TCGA-CN-A6V7","TCGA-CQ-5323","TCGA-CQ-5324","TCGA-CQ-5325","TCGA-CQ-5326","TCGA-CQ-5327","TCGA-CQ-5329","TCGA-CQ-5330","TCGA-CQ-5331","TCGA-CQ-5332","TCGA-CQ-5333","TCGA-CQ-5334","TCGA-CQ-6218","TCGA-CQ-6219","TCGA-CQ-6220","TCGA-CQ-6221","TCGA-CQ-6222","TCGA-CQ-6223","TCGA-CQ-6224","TCGA-CQ-6225","TCGA-CQ-6227","TCGA-CQ-6228","TCGA-CQ-6229","TCGA-CQ-7063","TCGA-CQ-7065","TCGA-CQ-7068","TCGA-CQ-7069","TCGA-CQ-7071","TCGA-CQ-7072","TCGA-CQ-A4C6","TCGA-CQ-A4C7","TCGA-CQ-A4C9","TCGA-CQ-A4CA","TCGA-CQ-A4CB","TCGA-CQ-A4CD","TCGA-CQ-A4CE","TCGA-CQ-A4CG","TCGA-CQ-A4CH","TCGA-CQ-A4CI","TCGA-CR-5243","TCGA-CR-5247","TCGA-CR-5248","TCGA-CR-5249","TCGA-CR-5250","TCGA-CR-6467","TCGA-CR-6470","TCGA-CR-6471","TCGA-CR-6472","TCGA-CR-6473","TCGA-CR-6474","TCGA-CR-6477","TCGA-CR-6478","TCGA-CR-6480","TCGA-CR-6481","TCGA-CR-6482","TCGA-CR-6484","TCGA-CR-6487","TCGA-CR-6488","TCGA-CR-6491","TCGA-CR-6492","TCGA-CR-6493","TCGA-CR-7364","TCGA-CR-7365","TCGA-CR-7367","TCGA-CR-7368","TCGA-CR-7369","TCGA-CR-7370","TCGA-CR-7371","TCGA-CR-7372","TCGA-CR-7373","TCGA-CR-7374","TCGA-CR-7376","TCGA-CR-7377","TCGA-CR-7379","TCGA-CR-7380","TCGA-CR-7382","TCGA-CR-7383","TCGA-CR-7385","TCGA-CR-7386","TCGA-CR-7388","TCGA-CR-7389","TCGA-CR-7390","TCGA-CR-7391","TCGA-CR-7392","TCGA-CR-7393","TCGA-CR-7394","TCGA-CR-7395","TCGA-CR-7397","TCGA-CR-7398","TCGA-CR-7399","TCGA-CR-7401","TCGA-CR-7402","TCGA-CR-7404","TCGA-CV-5430","TCGA-CV-5431","TCGA-CV-5432","TCGA-CV-5434","TCGA-CV-5435","TCGA-CV-5436","TCGA-CV-5439","TCGA-CV-5440","TCGA-CV-5441","TCGA-CV-5442","TCGA-CV-5443","TCGA-CV-5444","TCGA-CV-5966","TCGA-CV-5970","TCGA-CV-5971","TCGA-CV-5973","TCGA-CV-5976","TCGA-CV-5977","TCGA-CV-5978","TCGA-CV-5979","TCGA-CV-6003","TCGA-CV-6433","TCGA-CV-6436","TCGA-CV-6441","TCGA-CV-6933","TCGA-CV-6934","TCGA-CV-6935","TCGA-CV-6936","TCGA-CV-6937","TCGA-CV-6938","TCGA-CV-6939","TCGA-CV-6940","TCGA-CV-6941","TCGA-CV-6942","TCGA-CV-6943","TCGA-CV-6945","TCGA-CV-6948","TCGA-CV-6950","TCGA-CV-6951","TCGA-CV-6952","TCGA-CV-6953","TCGA-CV-6954","TCGA-CV-6955","TCGA-CV-6956","TCGA-CV-6959","TCGA-CV-6960","TCGA-CV-6961","TCGA-CV-6962","TCGA-CV-7089","TCGA-CV-7090","TCGA-CV-7091","TCGA-CV-7095","TCGA-CV-7097","TCGA-CV-7099","TCGA-CV-7100","TCGA-CV-7101","TCGA-CV-7102","TCGA-CV-7103","TCGA-CV-7104","TCGA-CV-7177","TCGA-CV-7178","TCGA-CV-7180","TCGA-CV-7183","TCGA-CV-7235","TCGA-CV-7236","TCGA-CV-7238","TCGA-CV-7242","TCGA-CV-7243","TCGA-CV-7245","TCGA-CV-7247","TCGA-CV-7248","TCGA-CV-7250","TCGA-CV-7252","TCGA-CV-7253","TCGA-CV-7254","TCGA-CV-7255","TCGA-CV-7261","TCGA-CV-7263","TCGA-CV-7406","TCGA-CV-7407","TCGA-CV-7410","TCGA-CV-7411","TCGA-CV-7413","TCGA-CV-7414","TCGA-CV-7415","TCGA-CV-7416","TCGA-CV-7418","TCGA-CV-7421","TCGA-CV-7422","TCGA-CV-7423","TCGA-CV-7424","TCGA-CV-7425","TCGA-CV-7427","TCGA-CV-7428","TCGA-CV-7429","TCGA-CV-7430","TCGA-CV-7432","TCGA-CV-7433","TCGA-CV-7434","TCGA-CV-7435"
"1","B cell",0.00258081547908882,0,0.00062051948018763,0,0.00397454437819033,0.000481782149515541,0.00209245482732289,0.00366049565690704,0.0323457987319729,0.00246121184904338,0.0100571677078626,0,0.00116468857913615,0.00449114092696113,0,9.9618970444654e-05,0.00840468512170075,0.00850521146295538,0,0,0.00039416264755178,0.00240901741387324,0.0141326212427258,0.0108587037586852,0.00209997688668219,0.00258423783198232,0.000582641527769971,0.0102277527513464,0.00308503542678989,2.42254738763915e-06,0,0.000410766559805361,0,0.00204345935779994,0.000959090166020681,0.0586115546042926,0.0166043698050058,0.00257501800754089,0.0106966172717454,0.00472528114156496,0.00476095477226678,0.00468564436592454,0.00226975788711416,0,0,0.000722714129441725,0.00186896122044795,0,0.000236302601221528,0.00248179378072458,0.00211595496835041,0.00370146523766245,0.00119288869435441,0.000928894059085583,0,0.00217463469932794,0.00287887493684027,0,0,0.0075826215039646,0,0.0814314834180255,0.00217425613362589,0.00170923909370358,0.00470641530255288,0.00729387125765157,0.00203271967918137,0,0.00362068117177328,0.00341132950033065,0.0039815345689132,0.00675216949857868,0.00820610220700955,0.00602334105367656,0.00111740556831189,0.00106539489814027,0,0.00101708812372541,0.00132842310677416,0.00133770084785294,0.00347350113380073,0.00305522533076966,0.00163869156248945,0.0213551341901944,0.00473926495749905,0.000892649939177451,0.00307881877881194,0.00351013912471968,0,0.0093188475018601,0.000849424631134519,0.00060631343105464,0.00222655321471698,0.00257531933367498,0.000988548931653504,0.0101069593414525,0,0,0,0.00297183216636453,0.000342653616991368,0.00407131037782385,0.00339500384242593,6.4374457258539e-05,0,0.00285038305507712,0.0024014940799122,0.00348759103073787,0.0272376725422837,1.76231616829067e-06,0.00192310800283626,0.00153882309569123,0.00772037252095738,0,0,0,0.00312392758288035,0.0381191951155836,0.155209912047849,0.00429019222811204,0.00488613247522692,0.0055654974500649,0.00213766746600299,0,0.00936043042801483,0,0.00301632110213679,0.000754400088862619,0.0119156625014302,0.0109127772128498,0.000930358411048807,0.00624107954465288,0.00106936296686902,0.00142391596332874,0.00413252407107755,0.000259287332422459,0,0.00176341324588414,0.00135427985986155,0.00235647423613685,0,0.00504341407509602,0.00541522158140914,0.00258638404289605,0.00277186314661289,8.3698686637798e-05,0.00565901638283786,0,0.00182128167846219,0,1.89716981166055e-05,0,0,0.00821565347604367,0.00230382106266888,0.000203765123311717,0.00102418799501648,5.50233704132596e-05,0.00187543449560321,0.00199181840477624,0.00104626684798963,0,0.0104895562253434,0.0414953706667347,0.0212583781524786,0.0260561962262211,0.0312690480646343,0.00264381580134276,0.00390110925711249,0.00177711894530825,0,0.00120771385074156,0.0145708750200621,0.00281645506151554,0.0301372388262534,0.039468618632722,0.00523399783086268,0.0112933184447104,0.00246205878970911,0,0.004573942629452,0.00104128024747652,0.00106208726705132,0.000136747750439817,0.00448545769261191,0.00213201815967632,0.00325504182147603,0.00193469326690552,0.00326997454955762,0.00124494473564688,0,0.00841784274775069,0.00202833587794786,0.0102656845410299,0.00181314031384295,0.000583439503190481,0.0125355958435165,0.00369152490855396,0.012572648892684,0.000756576980777955,0.00710750119821457,0.00294687929759791,0.00131994612578308,0.00383593409215317,0.00712014675359023,0.0189231971046549,0.00394442513495682,0.0030465595212215,0.0022755652663082,0.00269905626709523,0.0088958447238745,0.00140046375377016,0.00988068354904268,0.0133648179691114,0.00724974401173772,0.0141885712177171,0,0.00153642036852514,0,0.00141629829912723,0.00490082619268656,0.00050951976636545,0,0,0.0126901849989405,0.00356715069690777,0.00203671560468968,0.00213682042783262,0.0175439078180248,0,0,0,0.00154384163412449,0.000269426714983702,0.00363565500916376,0.0070440138145697,0.000323871491077738,0.00329155804429021,0,0.000386272002879147,0.00236132694248692,0.0035970287122189,0.00153023751951543,0,0.0099506156292277,0.00028031962314007,0.000862931953012869,0.00795513606119819,0.00532403237381272,0,0.0223712457151083,0,0.000402626738391859,0.0015244370998911,0.00298242902639653,0,0.00139080188269633,0,0.00122260937618581,0,0.00122685022487269,0.00107104665900562,0.00148879759216302,0,0.00333793381730034,0.000715764267057168,0.00238495436117808,0.000949872125652371,0.00114568293680987,0.00394343527567232,0.000453200103869332,0.00102282550105261,0,0.000591813312983746,0.00400694187581465,0,0.00065854918087885,0.00241308539585848,0.00215796999224943,0.00712798939700356,0.00747069443730858,0,0,0,0.0117604257392104,0.000226104452505416,0,0,0.0379478831363173,0.00140229307171164,0.00186278684099671,0.00546580365963609,0,0.00135181037568518,0.108119303762451,0.000667013328066847,0,0.000124610644407558,3.94621208043223e-05,0.000897132164223012,0.00531575607414609,0,0.00578620263239612,0.00121468429345732,0.00718864693577134,0.00187502702984452,0.00348458710297178,0.00206351980430716,0.0016762890034583,0.000718105628839334,0,0.0016249302421494,0,0.000767178849757182
"2","Macrophage M1",0.0203091694364102,0.0963767622748219,0.117016020043939,0.0561011790011047,0.0296329948437087,0.00406184454042435,0.0365627101498577,0.0223559234557127,0.0709744906282982,0.0073254729191317,0.0225703899331102,0.161427201577951,0.0274045041723609,0.0643539250174591,0.102915462489455,0.0463922695795206,0.0116393780029567,0.0705847325603657,0.0444085181468306,0.0641282712489341,0.00649531206757007,0,0.00602778062207982,0.0549195861669655,0.0420143106603827,2.63878977651253e-05,0.0172597396335785,0.0102458828296951,0.0123989081226895,0.0332318361508231,0.0728170743696413,0.0331468641738292,0.167577809461165,0.0111269928813403,0.0334743679210092,0.00565289523312503,0.0357867969074153,0,0.0672218691229735,0.0117360742190208,0.0414242750257492,0.0987019522321997,0,0.132705059238213,0.242324797138557,0.039458961896055,0.0136176588400297,0.0341398434437206,0.0375327482011281,0.00949611827513743,0.00399209283744066,0.0401661614712912,0.0480501444488839,0.0198808286511606,0.0884578532126064,0.103956743309306,0.0247754707622114,0.00753591187999298,0.0288026966326832,0.0192293273274328,0.0447821092946046,0.0706011949475231,0.0431084315923283,0.0465546086297957,0.0565133390263908,0.00764373390485499,0.0560410427195334,0.00627920465391101,0.0369733686934165,0.0412552078143154,0.00788953615955247,0.029071352097689,0.0624610958572582,0.0105349434872639,0.0346570958161284,0.0332199223274573,0.0310789326929979,0.00799051802477083,0.0433605216383686,0,0.0286083707055803,0.128018512000971,0.0229674536579344,0.00126583839793125,0.00251751858323438,0.0257047560274428,0.0098241608759877,0.0678602306425274,0.0561719913004409,0.0373881244718292,0.141610035707132,0.126204359438881,0.057289876143353,0,0.0805820074687109,0.00758684961295961,0.020858118143008,0.0226084777086547,0.0866089803948279,0.00751109340130085,0.032615206380467,0.0465561306389836,0.0276362671151267,0.0249777397167546,0.0428123523862541,0.0382935039503477,0.05662700280959,0.0545521876897072,0.0179235597110156,0.0300009963114958,0.00733538301063307,0.0393436794918197,0.0014970060429687,0.0548621943990716,0.0320833549382136,0.00089438629502007,0.0228535317473257,0.0293099676968612,0,0.0486141975773909,0.0206864836797261,0.0110861829950995,0.0117071375844861,0.0305570249906262,0.00998915544585045,0.130293623558235,0.00966191868166088,0.0377649694256416,0.0408939734189633,0.0254787024167973,0.0243440365138349,0.0209074692352142,0.0456750505078523,0.0233105210664745,0.0488793937072225,0.0134273876314486,0.048117386179105,0.0408809305732188,0.0197209380971693,0.0215054477106238,0.0012341585277168,0.0324107352283262,0.0108564679478645,0.0170423420269286,0.0483034577625149,0,0.0523803547102621,0.0987032835538533,0.0309981269926283,0.0728513888085106,0.0460501406866661,0.142195950110624,0.00720188651005418,0,0.156919616429997,0.136646597915161,0.00879902080811288,0.234820394498461,0.0995420662615995,0.00341438462698355,0.0353425215693431,0.0257399034498964,0.012434324711737,0.0187102204164407,0.0224378568261634,0.00991783580681803,0.0311760853306987,0.0128923562686763,0.00249368672685951,0.0770140376933756,0.220653505587035,0.0411147549209787,0.0926015069158693,0.0123667120212593,0.0192834059759036,0,0.0321419550794856,0.0134862243117213,0.0518795498374178,0.0249079910096029,0.0319904936404098,0.0562820899581608,0.0154290542479348,0.0586912649046435,0.0372046305117814,0.00851522927708471,0.0264042808255511,0.00846696976597524,0.0219896098788131,0.0129352011973451,0.0523401675704663,0.000153708794114883,0.138661294842904,0.0341990567200167,0.074947431570444,0.0212836167011297,0.172048097524069,0.0131526488588673,0.00924752824924698,0.038807068499184,0.0178189178858036,0.00845210347321342,0.0593381168400463,0.010904293540045,0.0304314797551015,0.00629773528087317,0.0112097425237886,0.027896333879369,0.0442048515253975,0.00738885158983111,0.0408380445804979,0.00971631556140551,0.00411409989248894,0.0250525186672631,0.00178316029951622,0.081345421836734,0,0.0372101518694561,0.0110298963790214,0.0371431673155846,0.0048766860187043,0.0428684964192482,0.0129695508953999,0.0027050037538834,0.0379573896738845,0.0291588202970161,0.0392515025404478,0.0280618840232873,0.0393395233138449,0.014083451361852,0.0465881475700297,0.0367957387278775,0.081568177864298,0.0399736697698888,0.0352026522963812,0.0520882721093983,0.00450475152727883,0.00330240383127494,0.0662091802576826,0.0930403831306145,0.0211564335653645,0.0284473796011339,0.0100629860428058,0.0397039438709677,0.0838630288401308,0.0200539361069594,0.0160165053756545,0.0201712437751959,0.0202069285362064,0.025530612981631,0.0105781262655271,0.135091746950229,0.011491721895414,0.0332438587525647,0.00999828597044086,0.0290391527197386,0.000535949502728382,0.00686013246276316,0.0800701744686218,0.135191310241461,0.115318007068645,0.00215278124550145,0.0134390867178888,0.0558031936071445,0.035262040597219,0.0288076348503373,0.0575033006839106,0.0398132689806346,0.0308615129036505,0.00463631390796775,0.031036769346749,0.0193572579009937,0.070477941352591,0.0208750635874027,0.0178600845721579,0.00276910890506008,0.000670222186856437,0.0564408171973876,0.181553115599989,0.0216803526865569,0.00316799934290663,0.0318650238119146,0.0359199915795075,0.0479017891160284,0.00624876004965992,0.0301304700004502,0.0329547379328495,0.00626677901786446,0.0179110746948205,0.014475478220093,0.00920367335054459,0.0202903783887849,0.12673324495061,0,0.00630839976930927,0.00731766415283918,0.0177446502678712,0.00437700747358928,0.0409707290137379,0.0759454375216124,0.00800312196719673,0.0151211636743163,0.0792615262436775,0.0457132365489303,0.0161526462395545,0.00889551747613361,0.0406779152327602,0.0371796125914799,0.0224067006967391,0.00385685206751727,0.0385269141291885,0.0672884624502881,0.0330766084666968,0.0728080789696925
"3","Macrophage M2",0.0630868993835117,0.0405825178030988,0,0.00308302077253412,0.0875049349877167,0.104494499626404,0.0331815219209849,0.065662912729792,0.0491831009452717,0.0491612695095632,0.0764468565032285,0.047723222551234,0.0581514780484407,0.116564077028894,0,0.0121946433083078,0.0220282353480685,0.0616380216243872,0.0188208352296325,0.047064125049572,0.0399601692425904,0.0624912765323731,0.0315147530355213,0.0353530635345811,0.0293171823416271,0.0614361143930564,0.012037615813426,0.0633793322409852,0.0436104268908879,0.0207487719650024,0.0503834857256028,0.0397417568368067,0,0.00996971661592641,0.041897588457975,0.0431682135362448,0.0611771905550495,0.0550577694450013,0.071642272568993,0.0375910767807752,0.0559344205934886,0.098389082615368,0.0117937974315287,0.00910377371992085,0,0.0200086653177975,0.0472036620792349,0.0149611924972377,0.0108396307837898,0.0345348062459508,0.0309312748083006,0.0902020663663487,0.0264925990552995,0.039563033200659,0.0117627003197515,0.153480792496981,0.0337987061952982,0.0647486900578973,0.02817660226808,0.0723343693648198,0.0407826906233376,0.0704946964496057,0.128357154622677,0.051441359140281,0.0478288543334203,0.0282645832877394,0.147621027104416,0.0348491496879221,0.0383615848006937,0.0473302675670574,0.0528621402255676,0.0817992673406781,0.0935148755192297,0.0654291229223635,0.0520316576083627,0.0996483422069203,0.0568475581180531,0.0567424348910903,0.0426135316605945,0.116553571876642,0.0604253626452717,0.189795276091766,0.0610541888758462,0.0499931011499083,0.0348949416947763,0.0579032200842129,0.0351980313548942,0.0936343902172108,0.0871038419489105,0.0731929536161205,0.0240705547958713,0.161342044926998,0.0405593113124774,0.0195175946721533,0.144591820472164,0.0943697549409255,0.0101819398181487,0.0209585904255136,0.117090086899101,0.0555745605331468,0.0522862593653397,0.10259401794635,0.11927623657275,0.0402146237676927,0.0210786623826687,0.0323628474467114,0.0228178150948941,0.0559541284175496,0.0142677342451593,0.101977195930558,0.0315792933010865,0.0465227395637929,0.0124536430255279,0.0210491193658865,0.0260001154933128,0.0350112435779004,0.0570627786373854,0.0458196278931923,0.0934979723824453,0.0243196392614831,0.0415843443002726,0.0205768084144683,0.0247065777790028,0.0285306171151928,0.0776381227738647,0.0156071832852369,0.0929623485628861,0.112762326056143,0.170194749203737,0.0712708670739824,0.0346408358091374,0.337980737483263,0.110049957760721,0.0341896246397725,0.115822631231755,0.0476171593076081,0.111825310862272,0.0850533608058373,0.032053533075597,0.148268945888251,0.0159290377677837,0.0540833188408451,0.0485191083500187,0.0490458690951891,0.0561302918374424,0.0291706852904335,0.0887505964894802,0,0.0346940756298479,0.0360760256634975,0.0526899517697516,0,0.0388282327203479,0.155268081435709,0.0285668448748839,0.0111455062586619,0.0160164079502829,0,0,0.0207731132280719,0.0415723102364208,0.044215904725637,0.0701403776090123,0.0548792305270726,0.0348044353272432,0.0764873787599644,0.0520522236350114,0.0420572754108502,0.028272536867278,0,0,0.0622187869138728,0.095541546242276,0.0224990313064016,0.0889113954750721,0.107746637615588,0.0766519523219735,0.0769845605637915,0.150619107581481,0.0265933474080448,0.0451269701591537,0,0.0321017568656283,0.0388633214269708,0.0336316708961045,0.0409554435788314,0.0423109064195909,0.0660736700501382,0.0418740198798567,0.0520408487153496,0.0697688967622661,0.0404948193123804,0.145103174709715,0.116308543750396,0.0126459155244952,0.0629678582025332,0.164560760894555,0.116064184333088,0.072151211521994,0.131295924373028,0.0344805625584044,0.0382908743282899,0.000323124320365228,0.0509971839054108,0.046915628491245,0.100560455906126,0.0472958399640804,0.0385045133506546,0.0473338829240618,0.0631613214902667,0.120796547712126,0.0477045437263128,0.0344540023725252,0.0520054135845714,0.0811710659707914,0.0147056993803156,0.0670185427550343,0.0939108144404467,0.020173537606634,0.0295233170000839,0.0495623648705538,0.0390671174321116,0.0461974409969699,0.0246996433743596,0.0364363644608608,0.20747373695764,0.110376945652301,0.0390018276288455,0.14057368520436,0.0217669061895638,0.0352242520892438,0.0290285513799199,0.154393826799592,0.0296559816014633,0.0266536181047778,0.0693249726983738,0.031365787017406,0.0442245037560822,0.129070340068588,0.0834899317088228,0.0226190252768398,0.0265278578812114,0.0686468773522639,0.163901307701855,0.0642242928371351,0.0362243275175198,0.048869143424872,0.0592990458272167,0.0967174502709987,0.0280403321705712,0.0401002482121556,0.0041102008362823,0.0187915726015406,0.0300837567965433,0.0236181219644338,0.0767585484506968,0.0270105149311865,0.041512764095693,0.044995103561036,0,0.030719335553104,0.0138913655213539,0.0271319181146569,0.142147070237813,0.0405687097747495,0.0379835159688099,0.0987626020774416,0.0459517160606069,0.0722709177235127,0.0338609498972427,0.0858322954138644,0.0393207595436697,0.0877731765776449,0.0444563934399552,0.106519658207259,0.0201365814863143,0.0198990884042868,0.0935190616959406,0,0.0508269698553544,0.0324070551313373,0.0213473343765537,0.0205590734236973,0.00597383907033616,0.0437187088834185,0.0204804240917996,0.0711987417567021,0.0172729680149605,0.0969368011649483,0.0285730997480635,0.0410756513745287,0.0912190510845873,0.0328057051294315,0.13350854948363,0.0899611526698624,0.0185071480977959,0.0793733873701171,0.0325187534549111,0.0747666368272939,0.0793829892265692,0.0469028231043308,0.064839487528062,0.0422784589438958,0.00462609274578756,0.0201139215990594,0.044347221036536,0.0692809869008847,0.0705794432082981,0.111113320201393,0.00829476884080346,0.0215754798828682,0.152539573260045,0.0203579387188855,0.0974328771723068
"4","Monocyte",0,0,0,0,0.00855108163002544,0,0,0.00339468783577232,0.00210743543310534,0,0,0,0,0.0257099228080199,0,0,0,0,0,0,0,0,0,0.00195067865023681,0,0.021066344667609,0,0.00786148110815918,0.00710497032650685,0,0,0,0,0,0,0.0085940303426518,0.000699352567404547,0,0.007869461312399,0,0.00350867352983415,0,0,0,0,0,0.00487864313965009,0,0,0,0,0,0,0,0,0.00322340120635121,0,0,0,0,0,0.0109263150817383,0,0,0,0,0.00430924168076525,0,0,0,0,0.0126909093770465,0,0,0,0,0,0,0,0,0,0,0,0.00244266222348452,0,0.00657791317124768,0,0,0,0.00901927680118747,0,0.00495121986156521,0,0,0.0292658346893667,0.0234116193347587,0,0,0,0,0,0.00209264874837336,0,0,0,0,0,0.000762646349774679,0,0,0,0,0,0,0,0,0.000140053918741717,0.00352073518741439,0.00357081838365587,0,0.012211046654778,0,0,0,0.0115122682560052,0,0.00429084625978808,0,0.00222847004440106,0.00880942218328687,0,0.0256407743875562,0.00485615829944761,0,0,0,0,0.0102828295182351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00897655833096165,0.00485462011232123,0.00267077582714951,0.0257743672286551,0.00776025922485871,0,0,0,0,0,0,0,0.0180948071669275,0.0208696850486171,0.00249360090207397,0.0196345700531018,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00504258842919106,0,0.00106869133917173,0,0,0,0,0.0127266296150867,0,0.00774568660943969,0.00450880603626936,0,0.0102333144227122,0,0.0166460232811594,0.00315438135646622,0,0,0,0.0330921327816223,0,0,0.0086159205782092,0.0249387980625579,0,0,0,0,0,0,0,0,0,0.00852698921917072,0,0,0,0,0,0,0,0.0249638633994015,0,0,0.0214642738515868,0,0,0,0,0,0,0,0,0.00604342670053928,0,0,0,0.00937437240638222,0,0,0,0,0,0.000275576222836926,0,0.00236889948241568,0,0,0,0,0,0,0,0,0,0,0,0.0187332297228862,0,0,0,0,0,0,0,0,0.000536016367785568,0,0,0,0,0,0,0,0,0,0,0.0191713419166311,0,0,0,0,0.0185976789250294,0.00201267884535131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0285794667192317,0,0,0,0,0
"5","Neutrophil",0,0,0,0,0.0101882845448584,0,0.010176810507404,0,0.00115094136297404,0.0114169162449177,0,0,0.00283202215068364,0,0,0.0102875233178373,0,0.00721331665459864,0,0,0,0,0.0185662644125161,0,0,0,0,0,0,0,0,0.0027392916773059,0,0.0198300733676638,0,0,0,0,0,0.00478577890187583,0.00394208337501883,0,0.0280750085830439,0,0,0,0,0,0,0.00690179083104978,0,0,0,0.009478808602182,0.0259994366009447,0,0,0,0,0,0,0,0,0,0.0032553794473671,0.0302777804801133,0,0.00850271603097045,0,0,0.00327219610375542,0,0.00037141219813935,0.092409282814506,0,0,0.0332347828201448,0,0,0,0,0,0.00528610088676989,0,0.0246126971565145,0,0.0204333607967245,0,0,0,0,0,0,0.0641336383601205,0,0,0.0411571644960789,0,0,0.0362032174405712,0.0160899823210521,0,0,0,0,0.0224339858533095,0,0,0,0,0,0.0105705307688768,0.0233865797208291,0,0,0.0241331771416675,0,0,0,0.000894531829043979,0,0.00667506813597697,0.02309667109094,0.00875068158811974,0,0,0,0,0,0,0.00439510970832932,0,0,0,0,0,0,0,0.00643005751165053,0,0.028630921348277,0,0.0159981690929563,0.000390786502723296,0,0.00363783504151475,0,0,0,0,0,0,0.0326731894417768,0,0,0,0.00423532617623277,0,0,0.0332703565474516,0.00327309668377272,0,0,0.000874005279616648,0.00532817861235256,0,0,0.000646683097648644,0.00675377161361975,0,0,0,0,0.00906141628328041,0,0,0,0,0,0,0,0,0.0238098174638731,0,0,0.0158439321359189,0.0114955076337287,0.0175253931227209,0.0327018782861522,0,0,0.00563154137802704,0,0,0,0.000293107482905438,0,0,0,0,0,0,0.0231233410745061,0,0,0,0,0,0,0.0103586358868256,0,0.000726716671731751,0,0,0,0,0.00901563370493495,0,0,0,0.0141305130160109,0,0,0,0,0,0,0,0,0.000931059324820538,0,0,0,0,0,0,0,0,0,0,0.00279586993314783,0.00433543303195442,0,0,0.0238620263011374,0,0.0450135625157606,0,0,0,0,0,0.0215444408109665,0,0,0,0.0142968392361687,0.0119115403161137,0,0,0.00545893077482991,0.0373872740142597,0.0184971208580117,0,0.00204058659787702,0,0,0,0,0.031031560925505,0,0.0294987968499476,0,0.0205765305961465,0,0.0043057630041112,0.00438437651951609,0,0,0,0.0337392759221817,0,0.0112864172014788,0,0.0102541429373393,0.0831638067642567,0,8.61269246913821e-05,0,0,0.0667269133040976,0,0.0348012662124952,0.00633958440643979,0,0.00171097071101859,0,0.0295945138374075,0,0,0.044950229615882,0,0.0392333779869162,6.33333711029842e-05,0.0108539077410277,0,0,0,0,0.0360054140496771,0,0,0,0.0040661684871446
